Order ID,Sale ID,Date,Order,Transaction type,Sale type,Sales channel,POS location,Billing country,Billing region,Billing city,Shipping country,Shipping region,Shipping city,Product type,Product vendor,Product,Variant,Variant SKU,Net quantity,Gross sales,Discounts,Returns,Net sales,Shipping,Taxes,Total sales
4017759125619,12879603794035,2021-10-05T17:47:48+01:00,#WEB1944,product,order,Online Store,,United Kingdom,Wales,Chepstow,United Kingdom,Wales,Chepstow,Chains,Amberta,Silver Herringbone Necklace,,BIA-S925-CHAIN-029-500-450,2,38.180,0.000,0.000,38.180,0.000,7.640,45.820
4017759125619,12879603662963,2021-10-05T17:47:48+01:00,#WEB1944,product,order,Online Store,,United Kingdom,Wales,Chepstow,United Kingdom,Wales,Chepstow,Earrings,Amberta,Silver Aurora Borealis Lumini Crystal Mini Stud Earrings,,S925-WHI-EAR-SWA-002-001-AB,1,6.590,0.000,0.000,6.590,0.000,1.320,7.910
4017759125619,12879603761267,2021-10-05T17:47:48+01:00,#WEB1944,product,order,Online Store,,United Kingdom,Wales,Chepstow,United Kingdom,Wales,Chepstow,Bracelet,Amberta,Silver Herringbone Chain Bracelet,,BIA-S925-CHAIN-029-500-190,2,21.780,0.000,0.000,21.780,0.000,4.360,26.140
4017759125619,12879603728499,2021-10-05T17:47:48+01:00,#WEB1944,product,order,Online Store,,United Kingdom,Wales,Chepstow,United Kingdom,Wales,Chepstow,Earrings,Amberta,Silver Three Interlocking Circle Drop Earrings,,S925-WHI-EAR-DROP-012,1,12.190,0.000,0.000,12.190,0.000,2.440,14.630
4017759125619,12879603695731,2021-10-05T17:47:48+01:00,#WEB1944,product,order,Online Store,,United Kingdom,Wales,Chepstow,United Kingdom,Wales,Chepstow,Earrings,Amberta,Silver Black Diamond Lumini Crystal Mini Stud Earrings,,S925-WHI-EAR-SWA-002-215,1,6.590,0.000,0.000,6.590,0.000,1.320,7.910
4017904058483,12880045375603,2021-10-05T19:26:04+01:00,#WEB1945,product,order,Online Store,,United Kingdom,England,Wirral,United Kingdom,England,Wirral,Earrings,Amberta,Silver Leaf Climber Earrings,,PAV-S925-EAR-CRAW-001,1,9.090,0.000,0.000,9.090,0.000,1.820,10.910
4017904058483,12880045342835,2021-10-05T19:26:04+01:00,#WEB1945,product,order,Online Store,,United Kingdom,England,Wirral,United Kingdom,England,Wirral,Earrings,Amberta,Silver Flower Climber Earrings,,PAV-S925-EAR-CRAW-002,1,10.690,0.000,0.000,10.690,0.000,2.140,12.830
4017904058483,12880045408371,2021-10-05T19:26:04+01:00,#WEB1945,product,order,Online Store,,United Kingdom,England,Wirral,United Kingdom,England,Wirral,Earrings,Amberta,Silver Heart Cuff Earring,,S925-WHI-EAR-CUFF-003,1,4.890,0.000,0.000,4.890,0.000,0.980,5.870
4019657932915,12885323677811,2021-10-06T20:26:03+01:00,#WEB1946,product,order,Online Store,,United Kingdom,England,London,United Kingdom,England,London,Earrings,Amberta,Gold Plated Silver 10 mm Huggie Hoop Earrings,,BIA-GP-HOOP-HIN-010,1,6.490,0.000,0.000,6.490,0.000,1.300,7.790
4019657932915,12885323645043,2021-10-06T20:26:03+01:00,#WEB1946,product,order,Online Store,,United Kingdom,England,London,United Kingdom,England,London,Bracelet,Amberta,Silver Heart Link Bracelet,,BIA-S925-CHAIN-052-040-200,1,5.690,0.000,0.000,5.690,0.000,1.140,6.830
4019658424435,12885325250675,2021-10-06T20:26:22+01:00,#WEB1947,product,order,Online Store,,United Kingdom,England,Southwell,United Kingdom,England,Southwell,Chains,Amberta,Men's Silver 5.5 mm Flat Curb Chain,"20""/50 cm",S925-WHI-NEC-CHA-024-055-500,1,23.290,0.000,0.000,23.290,0.000,4.660,27.950
3918420344947,12887876632691,2021-10-07T09:02:00+01:00,#WEB1827,product,return,Online Store,,Australia,South Australia,Adelaide,Australia,South Australia,Adelaide,Chains,Amberta,Gold 1.1 mm Curb Chain,"24""/60 cm",G9K-YEL-NEC-CHA-001-011-600,-1,0.000,0.000,-47.790,-47.790,0.000,0.000,-47.790
4021212971123,12890133659763,2021-10-07T18:38:05+01:00,#WEB1948,product,order,Online Store,,United Kingdom,England,London,United Kingdom,England,London,Chains,Amberta,Silver Figaro Chain,"20""/50 cm",BIA-S925-CHAIN-004-040-500,1,7.190,0.000,0.000,7.190,0.000,1.440,8.630
4021212971123,12890133626995,2021-10-07T18:38:05+01:00,#WEB1948,product,order,Online Store,,United Kingdom,England,London,United Kingdom,England,London,Chains,Amberta,Silver 1.4 mm Snake Chain,"20""/50 cm",BIA-S925-CHAIN-024-140-500,1,9.890,0.000,0.000,9.890,0.000,1.980,11.870
4022264103027,12893303373939,2021-10-08T10:12:47+01:00,#WEB1949,product,order,Online Store,,United Kingdom,England,Birmingham,United Kingdom,England,Birmingham,Earrings,Amberta,Silver Heart Cuff Earring,,S925-WHI-EAR-CUFF-003,1,4.890,0.000,0.000,4.890,0.000,0.980,5.870
4022264103027,12893303406707,2021-10-08T10:12:47+01:00,#WEB1949,product,order,Online Store,,United Kingdom,England,Birmingham,United Kingdom,England,Birmingham,Earrings,Amberta,Silver Two Row Cuff Earring,,S925-WHI-EAR-CUFF-002,1,4.890,0.000,0.000,4.890,0.000,0.980,5.870
4023403085939,12896610353267,2021-10-08T21:03:29+01:00,#WEB1950,product,order,Online Store,,United Kingdom,England,Barrow In Furness,United Kingdom,England,Barrow In Furness,Earrings,Amberta,Silver Multicolor Amber Stud Earrings,,S925-BC-5260-EAR-7M,1,9.290,0.000,0.000,9.290,0.000,1.860,11.150
4023403085939,12896610320499,2021-10-08T21:03:29+01:00,#WEB1950,product,order,Online Store,,United Kingdom,England,Barrow In Furness,United Kingdom,England,Barrow In Furness,Earrings,Amberta,Silver Lumini Majestic Blue Stud Earrings,,S925-WHI-EAR-STUD-SWA-006-296,1,9.990,0.000,0.000,9.990,0.000,2.000,11.990
4024254627955,12899064414323,2021-10-09T11:37:43+01:00,#WEB1951,product,order,Online Store,,United Kingdom,Wales,Newport,United Kingdom,Wales,Newport,Earrings,Amberta,Silver White Amber Flower Stud Earrings,,S925-BC-5940-EAR-1W,1,7.690,0.000,0.000,7.690,0.000,1.540,9.230
4024254627955,12899064381555,2021-10-09T11:37:43+01:00,#WEB1951,product,order,Online Store,,United Kingdom,Wales,Newport,United Kingdom,Wales,Newport,Earrings,Amberta,Silver Cubic Zirconia Tiny Stud Earrings Set,,PAV-S925-EAR-BALL-001-020-2PAIR,1,6.790,0.000,0.000,6.790,0.000,1.360,8.150
4025774538867,12903308099699,2021-10-10T11:11:35+01:00,#WEB1952,product,order,Online Store,,United Kingdom,England,New Milton,United Kingdom,England,New Milton,Earrings,Amberta,Silver Twisted Rope Hoop Earrings,,S925-WHI-EAR-HOOP-010-020,1,8.990,0.000,0.000,8.990,0.000,1.800,10.790
4027339505779,12907702321267,2021-10-11T09:29:26+01:00,#WEB1953,product,order,Online Store,,United Kingdom,England,Telford,United Kingdom,England,Telford,Chains,Amberta,Silver 1.4 mm Snake Chain,"20""/50 cm",BIA-S925-CHAIN-024-140-500,1,9.890,0.000,0.000,9.890,0.000,1.980,11.870
4027339505779,12907702354035,2021-10-11T09:29:26+01:00,#WEB1953,product,order,Online Store,,United Kingdom,England,Telford,United Kingdom,England,Telford,Chains,Amberta,Gold Plated Silver 1.3 mm Curb Chain,"18""/45 cm",BIA-GP-CHAIN-001-035-450,2,14.180,0.000,0.000,14.180,0.000,2.840,17.020
4027339505779,12907702386803,2021-10-11T09:29:26+01:00,#WEB1953,product,order,Online Store,,United Kingdom,England,Telford,United Kingdom,England,Telford,Chains,Amberta,Silver Rope Chain,"18""/45 cm",BIA-S925-CHAIN-022-150-450,6,60.540,0.000,0.000,60.540,0.000,12.110,72.650
4027784953971,12908850446451,2021-10-11T14:41:55+01:00,#WEB1954,product,order,Online Store,,United Kingdom,England,Sheffield,United Kingdom,England,Sheffield,Chains,Amberta,Men's Black Rhodium Plated Silver Curb Chain,"18""/45 cm",S925-BLA-NEC-CHA-001-013-450,1,6.490,0.000,0.000,6.490,0.000,1.300,7.790
4027784953971,12908850479219,2021-10-11T14:41:55+01:00,#WEB1954,product,order,Online Store,,United Kingdom,England,Sheffield,United Kingdom,England,Sheffield,Chains,Amberta,Silver 1.1 mm Curb Chain Necklace,"18""/45 cm",BIA-S925-CHAIN-001-030-450,10,58.900,0.000,0.000,58.900,0.000,11.780,70.680
4028385591411,12910650425459,2021-10-11T21:44:35+01:00,#WEB1955,product,order,Online Store,,United Kingdom,England,Manchester,United Kingdom,England,Manchester,Earrings,Amberta,Silver 10 mm Huggie Hoop Earrings,,BIA-S925-HOOP-HIN-010,1,5.690,0.000,0.000,5.690,0.000,1.140,6.830
4028466266227,12910891499635,2021-10-11T22:45:46+01:00,#WEB1956,product,order,Online Store,,Spain,Valencia,Port De Sagunt,Spain,Valencia,Port De Sagunt,Earrings,Amberta,Silver Textured Hoop Earrings,,S925-WHI-EAR-HOOP-009-020,1,7.690,0.000,0.000,7.690,0.000,1.610,9.300
4028616999027,12911370403955,2021-10-12T00:56:49+01:00,#WEB1957,product,order,Online Store,,Canada,Ontario,Ottawa,Canada,Ontario,Ottawa,Bracelet,Amberta,Rose Plated Silver Heart Bracelet,,S925-ROS-BRA-CHA-020-200,2,12.580,0.000,0.000,12.580,0.000,0.000,12.580
4028616999027,12911370371187,2021-10-12T00:56:49+01:00,#WEB1957,product,order,Online Store,,Canada,Ontario,Ottawa,Canada,Ontario,Ottawa,Bracelet,Amberta,Gold Plated Silver Heart Bracelet,,S925-YEL-BRA-CHA-020-200,1,6.290,0.000,0.000,6.290,0.000,0.000,6.290
4028692398195,12911603155059,2021-10-12T02:04:43+01:00,#WEB1958,product,order,Online Store,,Canada,Ontario,Ottawa,Canada,Ontario,Ottawa,Bracelet,Amberta,Gold Plated Silver Heart Bracelet,,S925-YEL-BRA-CHA-020-200,1,6.290,0.000,0.000,6.290,0.000,0.000,6.290
4030922850419,12918174253171,2021-10-13T13:44:50+01:00,#WEB1959,product,order,Online Store,,United Kingdom,Wales,Chepstow,United Kingdom,Wales,Chepstow,Earrings,Amberta,Silver Three Interlocking Circle Drop Earrings,,S925-WHI-EAR-DROP-012,1,12.190,0.000,0.000,12.190,0.000,2.440,14.630
4030922850419,12918174318707,2021-10-13T13:44:50+01:00,#WEB1959,product,order,Online Store,,United Kingdom,Wales,Chepstow,United Kingdom,Wales,Chepstow,Earrings,Amberta,Silver Aurora Borealis Lumini Crystal Stud Earrings,,S925-WHI-EAR-SWA-005-001-AB,1,8.290,0.000,0.000,8.290,0.000,1.660,9.950
4030922850419,12918174285939,2021-10-13T13:44:50+01:00,#WEB1959,product,order,Online Store,,United Kingdom,Wales,Chepstow,United Kingdom,Wales,Chepstow,Earrings,Amberta,Silver Dark Blue Lumini Crystal Stud Earrings,,S925-WHI-EAR-SWA-005-266,1,8.290,0.000,0.000,8.290,0.000,1.660,9.950
4034025226355,12927428165747,2021-10-15T12:08:56+01:00,#WEB1960,product,order,Online Store,,United Kingdom,England,Braintree,United Kingdom,England,Braintree,Bracelet,Amberta,Gold Plated Silver Flat Curb Bracelet,,BIA-GP-CHAIN-060-200,1,24.890,0.000,0.000,24.890,0.000,4.980,29.870
4034226389107,12928038961267,2021-10-15T15:11:41+01:00,#WEB1961,product,order,Online Store,,United Kingdom,England,Telford,United Kingdom,England,Telford,Chains,Amberta,Silver Rope Chain,"24""/60 cm",BIA-S925-CHAIN-022-150-600,5,61.950,0.000,0.000,61.950,0.000,12.390,74.340
4034226389107,12928038928499,2021-10-15T15:11:41+01:00,#WEB1961,product,order,Online Store,,United Kingdom,England,Telford,United Kingdom,England,Telford,Chains,Amberta,Silver 1.4 mm Snake Chain,"24""/60 cm",BIA-S925-CHAIN-024-140-600,1,12.090,0.000,0.000,12.090,0.000,2.420,14.510
4034226389107,12928038994035,2021-10-15T15:11:41+01:00,#WEB1961,product,order,Online Store,,United Kingdom,England,Telford,United Kingdom,England,Telford,Chains,Amberta,Silver Rope Chain,"20""/50 cm",BIA-S925-CHAIN-022-150-500,1,10.890,0.000,0.000,10.890,0.000,2.180,13.070
4034322497651,12928327778419,2021-10-15T16:18:42+01:00,#WEB1962,product,order,Online Store,,United Kingdom,England,Stalybridge,United Kingdom,England,Stalybridge,Chains,Amberta,Silver 3 mm Heart Chain Necklace,"24""/60 cm",BIA-S925-CHAIN-052-040-600,1,9.590,0.000,0.000,9.590,0.000,1.920,11.510
4034322497651,12928327811187,2021-10-15T16:18:42+01:00,#WEB1962,product,order,Online Store,,United Kingdom,England,Stalybridge,United Kingdom,England,Stalybridge,Chains,Amberta,Silver Ball Chain with Beads,"24""/60 cm",BIA-S925-CHAIN-019-110-600,1,12.790,0.000,0.000,12.790,0.000,2.560,15.350
4034025226355,12928372637811,2021-10-15T16:28:14+01:00,#WEB1960,product,return,Online Store,,United Kingdom,England,Braintree,United Kingdom,England,Braintree,Bracelet,Amberta,Gold Plated Silver Flat Curb Bracelet,,BIA-GP-CHAIN-060-200,-1,0.000,0.000,-24.890,-24.890,0.000,-4.980,-29.870
4034467102835,12928746127475,2021-10-15T17:45:27+01:00,#WEB1963,product,order,Online Store,,United Kingdom,England,London,United Kingdom,England,London,Bracelet,Amberta,Silver Adjustable Beaded Bracelet,,GS-S925-BRA-SLI-004,1,14.290,0.000,0.000,14.290,0.000,2.860,17.150
4034467102835,12928746094707,2021-10-15T17:45:27+01:00,#WEB1963,product,order,Online Store,,United Kingdom,England,London,United Kingdom,England,London,Bracelet,Amberta,Silver Ball Bracelet with Beads,"7.5""/19 cm",BIA-S925-CHAIN-019-110-190,1,6.390,0.000,0.000,6.390,0.000,1.280,7.670
4034764931187,12929652228211,2021-10-15T20:57:07+01:00,#WEB1964,product,order,Online Store,,Ireland,Roscommon,Roscommon Town,Ireland,Roscommon,Roscommon Town,Earrings,Amberta,Silver Cubic Zirconia Rainbow Ball Stud Earrings,,PAV-S925-EAR-CRY-003,2,11.980,0.000,0.000,11.980,0.000,2.760,14.740
4037148246131,12936410595443,2021-10-17T09:57:41+01:00,#WEB1965,product,order,Online Store,,Hong Kong,New Territories,Shatin,Hong Kong,New Territories,Shatin,Earrings,Amberta,Silver Wavy Vine Climber Earrings,,PAV-S925-EAR-CRAW-004,1,7.890,0.000,0.000,7.890,0.000,0.000,7.890
4038637715571,12940680921203,2021-10-18T09:10:20+01:00,#WEB1966,product,order,Online Store,,United Kingdom,Scotland,Darvel,United Kingdom,Scotland,Darvel,Chains,Amberta,Rose Plated Silver 1.3 mm Curb Chain,"18""/45 cm",BIA-ROSE-CHAIN-001-035-450,2,14.380,0.000,0.000,14.380,0.000,2.880,17.260
4038637715571,12940680855667,2021-10-18T09:10:20+01:00,#WEB1966,product,order,Online Store,,United Kingdom,Scotland,Darvel,United Kingdom,Scotland,Darvel,Chains,Amberta,Gold Plated Silver 1.3 mm Curb Chain,"18""/45 cm",BIA-GP-CHAIN-001-035-450,1,7.090,0.000,0.000,7.090,0.000,1.420,8.510
4038637715571,12940680888435,2021-10-18T09:10:20+01:00,#WEB1966,product,order,Online Store,,United Kingdom,Scotland,Darvel,United Kingdom,Scotland,Darvel,Chains,Amberta,Rose Plated Silver 1.3 mm Curb Chain,"20""/50 cm",BIA-ROSE-CHAIN-001-035-500,1,7.490,0.000,0.000,7.490,0.000,1.500,8.990
4038637715571,12940680822899,2021-10-18T09:10:20+01:00,#WEB1966,product,order,Online Store,,United Kingdom,Scotland,Darvel,United Kingdom,Scotland,Darvel,Chains,Amberta,Gold Plated Silver 1.3 mm Curb Chain,"20""/50 cm",BIA-GP-CHAIN-001-035-500,1,7.590,0.000,0.000,7.590,0.000,1.520,9.110
4038967066739,12941598097523,2021-10-18T14:36:44+01:00,#WEB1967,product,order,Online Store,,United Kingdom,England,Beverley,United Kingdom,England,Beverley,Bracelet,Amberta,Silver Tricolor Link Bracelet,,GS-S925-BRA-028-190,1,20.890,0.000,0.000,20.890,0.000,4.180,25.070
4039291601011,12942555021427,2021-10-18T18:29:04+01:00,#WEB1968,product,order,Online Store,,Norway,,Oslo,Norway,,Oslo,Earrings,Amberta,Silver Bali Hoops with Knot,,PAV-S925-HOOP-BALI-001-015,1,8.290,0.000,0.000,8.290,0.000,0.000,8.290
4039335477363,12942686584947,2021-10-18T19:01:01+01:00,#WEB1969,product,order,Online Store,,Canada,Ontario,Bath,Canada,Ontario,Bath,Chains,Amberta,Silver Rock Chain,"18""/45 cm",BIA-S925-CHAIN-043-200-450,1,12.590,0.000,0.000,12.590,0.000,0.000,12.590
4039394394227,12942867890291,2021-10-18T19:42:32+01:00,#WEB1970,product,order,Online Store,,United Kingdom,Wales,Chepstow,United Kingdom,Wales,Chepstow,Earrings,Amberta,Silver Rose Flower Drop Earrings,,S925-WHI-EAR-DROP-007,1,15.590,0.000,0.000,15.590,0.000,3.120,18.710
4039394394227,12942867923059,2021-10-18T19:42:32+01:00,#WEB1970,product,order,Online Store,,United Kingdom,Wales,Chepstow,United Kingdom,Wales,Chepstow,Bracelet,Amberta,Silver Adjustable Box Bracelet,,GS-S925-BRA-SLI-005,1,13.190,0.000,0.000,13.190,0.000,2.640,15.830
4040298365043,12945581047923,2021-10-19T10:21:53+01:00,#WEB1971,product,order,Online Store,,Spain,Navarra,Belzunce,Spain,Navarra,Belzunce,Earrings,Amberta,Silver Greek Pattern Hoop Earrings,,S925-WHI-EAR-HOOP-011-025,1,11.190,0.000,0.000,11.190,0.000,2.350,13.540
4040298365043,12945581080691,2021-10-19T10:21:53+01:00,#WEB1971,product,order,Online Store,,Spain,Navarra,Belzunce,Spain,Navarra,Belzunce,Earrings,Amberta,Silver Ball Bead Hoop Earrings,,S925-WHI-EAR-HOOP-008-025,1,15.990,0.000,0.000,15.990,0.000,3.360,19.350
4040589279347,12946491244659,2021-10-19T15:51:25+01:00,#WEB1972,product,order,Online Store,,Canada,Quebec,Montréal,Canada,Quebec,Montréal,Earrings,Amberta,Rose Plated Silver 20 mm Huggie Hoop Earrings,,BIA-ROSE-HOOP-HIN-020,1,10.490,0.000,0.000,10.490,0.000,0.000,10.490
4040589279347,12946491277427,2021-10-19T15:51:25+01:00,#WEB1972,product,order,Online Store,,Canada,Quebec,Montréal,Canada,Quebec,Montréal,Pendant,Amberta,Silver David Star Pendant,,S925-WHI-PEN-STAR-001,1,6.290,0.000,0.000,6.290,0.000,0.000,6.290
4042043621491,12950836052083,2021-10-20T14:29:30+01:00,#WEB1973,product,order,Online Store,,Canada,Ontario,Ottawa,Canada,Ontario,Ottawa,Bracelet,Amberta,Rose Plated Silver Heart Bracelet,,S925-ROS-BRA-CHA-020-200,1,6.290,0.000,0.000,6.290,0.000,0.000,6.290
4042043621491,12950836019315,2021-10-20T14:29:30+01:00,#WEB1973,product,order,Online Store,,Canada,Ontario,Ottawa,Canada,Ontario,Ottawa,Earrings,Amberta,Silver Aquarius Zodiac Sign Stud Earrings,,S925-WHI-EAR-STUD-ZOD-001-AQU,1,9.990,0.000,0.000,9.990,0.000,0.000,9.990
4042043621491,12950836084851,2021-10-20T14:29:30+01:00,#WEB1973,product,order,Online Store,,Canada,Ontario,Ottawa,Canada,Ontario,Ottawa,Bracelet,Amberta,Gold Plated Silver Heart Bracelet,,S925-YEL-BRA-CHA-020-200,1,6.290,0.000,0.000,6.290,0.000,0.000,6.290
4042043621491,12950835986547,2021-10-20T14:29:30+01:00,#WEB1973,product,order,Online Store,,Canada,Ontario,Ottawa,Canada,Ontario,Ottawa,Earrings,Amberta,Silver Cancer Zodiac Sign Stud Earrings,,S925-WHI-EAR-STUD-ZOD-001-CAN,1,9.990,0.000,0.000,9.990,0.000,0.000,9.990
4043571069043,12955896676467,2021-10-21T10:53:52+01:00,#WEB1974,product,order,Online Store,,United Kingdom,England,Saltburn By The Sea,United Kingdom,England,Saltburn By The Sea,Pin,Amberta,Silver Honey Amber Mouse Pin,,S925-BC-4107-PIN-3H,1,10.490,0.000,0.000,10.490,0.000,2.100,12.590
4043571069043,12955896643699,2021-10-21T10:53:52+01:00,#WEB1974,product,order,Online Store,,United Kingdom,England,Saltburn By The Sea,United Kingdom,England,Saltburn By The Sea,Pendant,Amberta,Silver Honey Amber Mouse Pendant,,S925-BC-0568-PEN-3H,1,9.490,0.000,0.000,9.490,0.000,1.900,11.390
4043795628147,12956609314931,2021-10-21T15:14:31+01:00,#WEB1975,product,order,Online Store,,United Kingdom,England,Farnham,United Kingdom,England,Farnham,Chains,Amberta,Silver Rhombus Curb Chain,"18""/45 cm",BIA-S925-CHAIN-006-035-450,1,7.490,0.000,0.000,7.490,0.000,1.500,8.990
4043795628147,12956609347699,2021-10-21T15:14:31+01:00,#WEB1975,product,order,Online Store,,United Kingdom,England,Farnham,United Kingdom,England,Farnham,Chains,Amberta,Silver Popcorn Chain,"18""/45 cm",BIA-S925-CHAIN-051-250-450,2,22.580,0.000,0.000,22.580,0.000,4.520,27.100
4043795628147,12956609380467,2021-10-21T15:14:31+01:00,#WEB1975,product,order,Online Store,,United Kingdom,England,Farnham,United Kingdom,England,Farnham,Chains,Amberta,Silver Heart Chain,"18""/45 cm",BIA-S925-CHAIN-031-230-450,1,9.090,0.000,0.000,9.090,0.000,1.820,10.910
