source,subsource,Unit_Total_Cost,ItemNumber,dprocessedon,Total
"AMAZON FBA","Amazon US","33.11","S925-WHI-PEN-CROS-007","27/02/2021 21:22:37","1"
"AMAZON FBA","Amazon IT","18.69","BIA-GP-CHAIN-012-100-500","10/02/2021 07:15:20","1"
"AMAZON","Amazon DE","10.09","BIA-S925-CHAIN-001-035-360","01/02/2021 14:42:35","1"
"AMAZON","Amazon UK","14.59","BIA-S925-CHAIN-031-230-450","01/02/2021 14:42:57","1"
"AMAZON FBA","Amazon UK","10.49","BIA-S925-CHAIN-001-030-500","28/02/2021 20:43:29","1"
"AMAZON FBA","Amazon UK","12.09","BIA-S925-CHAIN-001-040-450","21/02/2021 19:04:01","1"
"AMAZON FBA","Amazon UK","10.49","BIA-S925-CHAIN-001-030-500","10/02/2021 22:38:18","1"
"AMAZON FBA","Amazon AU","12.29","BIA-S925-CHAIN-001-040-450","05/02/2021 05:49:34","1"
"AMAZON FBA","Amazon US","12.19","BIA-S925-CHAIN-022-150-190","28/02/2021 23:53:26","1"
"EBAY","EBAY1","10.49","BIA-S925-CHAIN-031-230-450","24/02/2021 14:56:25","1"
"AMAZON","Amazon UK","15.59","BIA-S925-CHAIN-031-230-450","09/02/2021 14:49:30","1"
"AMAZON FBA","Amazon CA","18.69","BIA-ROSE-HOOP-HIN-010","15/02/2021 06:08:04","1"
"AMAZON FBA","Amazon UK","12.99","S925-BC-1764-PEN-3H","15/02/2021 21:27:37","1"
"AMAZON FBA","Amazon IT","14.89","BIA-S925-HOOP-001","17/02/2021 21:11:33","1"
"AMAZON FBA","Amazon AU","20.89","BIA-S925-CHAIN-043-200-450","11/02/2021 16:12:22","1"
"AMAZON FBA","Amazon UK","19.19","BIA-S925-CHAIN-043-200-450","05/02/2021 17:24:06","1"
"AMAZON FBA","Amazon CA","46.79","BIA-S925-CHAIN-016-350-550","14/02/2021 23:26:20","1"
"AMAZON FBA","Amazon UK","12.09","BIA-S925-CHAIN-001-040-450","09/02/2021 13:28:17","1"
"AMAZON","Amazon DE","25.39","BIA-GP-CHAIN-020-200-450","26/02/2021 14:54:15","1"
"AMAZON FBA","Amazon UK","10.29","BIA-S925-CHAIN-031-230-180","27/02/2021 18:29:26","1"
"AMAZON FBA","Amazon UK","18.19","BIA-S925-CHAIN-043-200-450","02/02/2021 16:41:47","1"
"AMAZON FBA","Amazon US","14.76","BIA-ROSE-CHAIN-008-030-500","10/02/2021 01:21:36","1"
"AMAZON","Amazon DE","20.89","BIA-S925-CHAIN-029-500-COL-190","03/02/2021 14:50:35","1"
"AMAZON FBA","Amazon ES","3.99","","12/02/2021 15:57:58","1"
"AMAZON FBA","Amazon IT","18.69","BIA-GP-CHAIN-012-100-500","08/02/2021 07:49:04","1"
"AMAZON FBA","Amazon UK","10.19","BIA-S925-CHAIN-001-030-500","01/02/2021 10:23:55","1"
"AMAZON FBA","Amazon CA","34.49","BIA-S925-CHAIN-043-200-550","13/02/2021 22:28:26","1"
"AMAZON","Amazon AU","24.79","BIA-S925-HOOP-004","12/02/2021 14:43:44","1"
"AMAZON FBA","Amazon CA","17.69","BIA-S925-CHAIN-001-030-500","08/02/2021 22:04:18","1"
"AMAZON FBA","Amazon UK","12.19","BIA-S925-CHAIN-015-120-500","21/02/2021 21:21:23","1"
"AMAZON FBA","Amazon CA","22.59","BIA-ROSE-CHAIN-020-200-180","07/02/2021 09:21:59","1"
"AMAZON FBA","Amazon FR","13.99","BIA-S925-CHAIN-001-030-500","08/02/2021 00:07:43","1"
"AMAZON FBA","Amazon UK","14.99","S925-BC-5260-EAR-7M","23/02/2021 22:28:34","1"
"AMAZON FBA","Amazon UK","10.49","BIA-S925-CHAIN-001-030-500","12/02/2021 14:29:42","1"
"AMAZON FBA","Amazon UK","34.89","S925-WHI-NEC-CHA-024-047-500","25/02/2021 15:23:39","1"
"AMAZON","Amazon UK","15.59","BIA-S925-CHAIN-031-230-450","09/02/2021 14:49:30","1"
"AMAZON FBA","Amazon CA","72.99","BIA-S925-CHAIN-055-230-500","15/02/2021 15:54:17","1"
"AMAZON FBA","Amazon UK","3.99","","13/02/2021 16:12:25","1"
"AMAZON","Amazon DE","24.79","BIA-S925-HOOP-004","17/02/2021 14:48:34","1"
"AMAZON FBA","Amazon UK","12.99","S925-WHI-EAR-HOOP-009-020","01/02/2021 17:12:48","1"
"AMAZON FBA","Amazon ES","12.59","BIA-S925-HOOP-001","03/02/2021 15:34:20","1"
"AMAZON FBA","Amazon UK","16.39","BIA-S925-CHAIN-052-040-600","18/02/2021 19:11:35","1"
"AMAZON FBA","Amazon UK","10.49","BIA-S925-CHAIN-001-030-500","14/02/2021 21:28:37","1"
"AMAZON FBA","Amazon UK","10.19","BIA-S925-CHAIN-001-030-450","13/02/2021 13:13:47","1"
"AMAZON FBA","Amazon DE","10.89","BIA-S925-CHAIN-001-030-450","09/02/2021 17:04:22","1"
"AMAZON FBA","Amazon FR","28.79","S925-WHI-BRA-CHA-039-200","20/02/2021 05:28:23","1"
"AMAZON FBA","Amazon CA","15.79","MS-S925-TOE-001","01/02/2021 10:32:09","1"
"AMAZON FBA","Amazon IT","20.09","BIA-ROSE-CHAIN-012-100-600","09/02/2021 22:02:33","1"
"AMAZON FBA","Amazon FR","16.89","BIA-S925-CHAIN-001-040-500","09/02/2021 01:58:38","1"
"AMAZON FBA","Amazon CA","29.89","BIA-S925-CHAIN-031-230-600","28/02/2021 19:08:35","1"
"AMAZON FBA","Amazon AU","29.99","GS-S925-HOOP-055","07/02/2021 05:49:17","1"
"AMAZON FBA","Amazon UK","10.19","BIA-S925-CHAIN-001-030-450","15/02/2021 20:17:23","1"
"AMAZON","Amazon DE","11.89","BIA-S925-CHAIN-001-035-500","15/02/2021 14:48:36","1"
"AMAZON FBA","Amazon ES","12.39","BIA-S925-CHAIN-001-030-450","12/02/2021 00:29:47","1"
"AMAZON","Amazon DE","19.39","BIA-ROSE-CHAIN-019-110-250","24/02/2021 14:56:16","1"
"AMAZON FBA","Amazon CA","44.19","S925-WHI-NEC-CHA-025-047-450","27/02/2021 05:15:27","1"
"AMAZON FBA","Amazon UK","9.99","GS-RP-CHAIN-EXT-001","07/02/2021 16:28:50","1"
"AMAZON FBA","Amazon FR","14.69","BIA-S925-CHAIN-041-220-180","01/02/2021 10:02:25","1"
"AMAZON FBA","Amazon IT","13.69","BIA-S925-CHAIN-001-030-450","09/02/2021 16:43:15","1"
"AMAZON","Amazon DE","10.59","BIA-S925-HOOP-HIN-010","04/02/2021 14:53:44","1"
"AMAZON FBA","Amazon UK","10.19","BIA-S925-CHAIN-001-030-450","18/02/2021 14:27:40","1"
"AMAZON FBA","Amazon ES","12.97","BIA-S925-CHAIN-001-040-500","04/02/2021 07:13:49","1"
"AMAZON","Amazon DE","10.59","BIA-S925-HOOP-HIN-010","24/02/2021 14:56:29","1"
"AMAZON","Amazon UK","13.19","BIA-S925-CHAIN-001-040-500","24/02/2021 14:56:18","1"
"AMAZON FBA","Amazon DE","13.69","PAV-S925-HOOP-BALI-001-015","02/02/2021 20:26:52","1"
"AMAZON FBA","Amazon UK","9.39","BIA-S925-HOOP-HIN-010","02/02/2021 22:10:43","1"
"AMAZON FBA","Amazon US","12.8","BIA-S925-CHAIN-041-220-180","15/02/2021 09:02:56","1"
"AMAZON FBA","Amazon MX","280","BIA-S925-CHAIN-001-040-220-250","13/02/2021 20:56:14","1"
"AMAZON FBA","Amazon UK","9.99","BIA-S925-HOOP-HIN-010","15/02/2021 16:28:56","1"
"AMAZON FBA","Amazon UK","15.59","BIA-GP-CHAIN-001-035-700","21/02/2021 17:17:36","1"
"AMAZON FBA","Amazon DE","20.39","S925-WHI-PEN-LET-001-T","02/02/2021 23:20:51","1"
"AMAZON FBA","Amazon CA","17.19","BIA-S925-CHAIN-001-030-450","07/02/2021 16:16:41","1"
"AMAZON","Amazon US","16.18","BIA-ROSE-CHAIN-001-035-700","23/02/2021 14:52:37","1"
"AMAZON FBA","Amazon CA","18.59","BIA-S925-CHAIN-001-035-500","04/02/2021 15:17:00","1"
"AMAZON FBA","Amazon CA","16.89","BIA-S925-HOOP-HIN-010","14/02/2021 04:21:40","1"
"AMAZON FBA","Amazon UK","18.79","BIA-S925-CHAIN-051-250-500","27/02/2021 14:22:43","1"
"AMAZON FBA","Amazon CA","19.89","BIA-S925-CHAIN-020-200-180","28/02/2021 05:29:49","1"
"AMAZON FBA","Amazon FR","16.89","BIA-S925-CHAIN-001-040-500","10/02/2021 00:36:24","1"
"AMAZON FBA","Amazon DE","32.59","BIA-S925-CHAIN-013-075-200","18/02/2021 18:50:42","1"
"AMAZON FBA","Amazon US","12.71","BIA-S925-CHAIN-020-200-180","26/02/2021 05:11:55","1"
"AMAZON","Amazon DE","11.89","BIA-S925-CHAIN-001-035-500","17/02/2021 14:48:20","1"
"AMAZON FBA","Amazon UK","9.89","BIA-S925-CHAIN-001-030-450","03/02/2021 17:57:41","1"
"EBAY","EBAY1","7.99","S925-BLA-NEC-CHA-001-013-500","11/02/2021 14:47:35","1"
"AMAZON FBA","Amazon UK","16.29","BIA-S925-CHAIN-045-140-220-250","11/02/2021 23:17:09","1"
"AMAZON FBA","Amazon US","14.24","BIA-S925-CHAIN-001-040-500","19/02/2021 11:13:23","1"
"AMAZON FBA","Amazon UK","13.19","PAV-S925-HOOP-BALI-001-015","06/02/2021 01:16:18","1"
"AMAZON","Amazon DE","10.99","BIA-S925-CHAIN-001-035-450","02/02/2021 14:54:59","1"
"AMAZON FBA","Amazon UK","29.59","BIA-S925-CHAIN-057-100-500","10/02/2021 23:25:53","1"
"AMAZON FBA","Amazon ES","15.69","BIA-S925-CHAIN-001-040-500","10/02/2021 23:05:52","1"
"AMAZON FBA","Amazon UK","10.19","BIA-S925-CHAIN-001-030-450","28/02/2021 20:13:54","1"
"AMAZON FBA","Amazon IT","15.79","BIA-S925-CHAIN-020-200-180","02/02/2021 22:21:32","1"
"AMAZON FBA","Amazon DE","11.99","BIA-S925-CHAIN-041-220-180","01/02/2021 12:01:36","1"
"AMAZON FBA","Amazon UK","10.19","BIA-S925-CHAIN-001-030-450","09/02/2021 19:12:27","1"
"AMAZON FBA","Amazon CA","18.69","BIA-S925-CHAIN-012-100-360","12/02/2021 00:18:16","2"
"AMAZON FBA","Amazon US","12.58","S925-BLA-NEC-CHA-001-013-500","20/02/2021 07:34:08","1"
"AMAZON FBA","Amazon UK","10.19","BIA-S925-CHAIN-001-030-450","08/02/2021 22:23:35","1"
"AMAZON FBA","Amazon UK","9.99","BIA-S925-HOOP-HIN-010","20/02/2021 17:13:25","1"
"AMAZON FBA","Amazon UK","16.29","BIA-S925-CHAIN-045-140-220-250","27/02/2021 16:26:43","1"
"AMAZON FBA","Amazon CA","33.39","BIA-GP-CHAIN-031-230-600","21/02/2021 21:29:09","1"
"AMAZON FBA","Amazon CA","18.49","BIA-S925-CHAIN-001-040-220-250","13/02/2021 22:38:58","1"
"AMAZON FBA","Amazon FR","14.69","BIA-S925-CHAIN-041-220-180","01/02/2021 14:54:31","1"
"AMAZON FBA","Amazon IT","33.59","BIA-S925-CHAIN-013-075-200","03/02/2021 01:25:42","1"
"AMAZON FBA","Amazon UK","10.19","BIA-S925-CHAIN-001-030-450","15/02/2021 17:15:29","1"
"AMAZON FBA","Amazon UK","10.19","BIA-S925-CHAIN-001-030-450","25/02/2021 16:24:16","1"
"AMAZON FBA","Amazon UK","9.99","GS-RP-CHAIN-EXT-001","14/02/2021 22:40:39","1"
"AMAZON FBA","Amazon UK","10.79","BIA-S925-CHAIN-001-035-450","05/02/2021 16:46:07","1"
"AMAZON FBA","Amazon DE","14.19","BIA-S925-CHAIN-001-040-500","11/02/2021 09:11:39","1"
"AMAZON FBA","Amazon US","11.57","PAV-S925-EAR-CRAW-005","22/02/2021 06:56:28","1"
"AMAZON FBA","Amazon UK","9.99","BIA-S925-HOOP-HIN-010","15/02/2021 14:18:21","1"
"AMAZON FBA","Amazon UK","18.79","BIA-S925-CHAIN-051-250-500","08/02/2021 23:07:57","1"
"AMAZON","Amazon US","13.19","BIA-S925-CHAIN-020-200-180","17/02/2021 14:48:29","2"
"AMAZON","Amazon DE","11.89","BIA-S925-CHAIN-001-035-500","15/02/2021 14:48:35","1"
"EBAY","EBAY1","8.29","BIA-S925-CHAIN-012-100-450","22/02/2021 14:52:01","1"
"AMAZON FBA","Amazon UK","29.59","BIA-S925-CHAIN-057-100-500","19/02/2021 11:39:06","1"
"AMAZON FBA","Amazon FR","13.59","BIA-S925-CHAIN-001-030-450","07/02/2021 10:29:19","1"
"AMAZON","Amazon UK","11.79","BIA-ROSE-CHAIN-012-100-360","02/02/2021 14:54:57","1"
"AMAZON FBA","Amazon AU","13.59","BIA-S925-CHAIN-001-040-500","18/02/2021 05:50:36","1"
"AMAZON FBA","Amazon CA","16.89","BIA-S925-HOOP-HIN-010","26/02/2021 22:34:01","1"
"AMAZON FBA","Amazon UK","10.05","BIA-S925-CHAIN-001-030-450","05/02/2021 23:11:39","1"
"AMAZON","Amazon DE","10.59","BIA-S925-HOOP-HIN-010","08/02/2021 14:51:19","1"
"AMAZON","Amazon DE","11.89","BIA-S925-CHAIN-001-035-500","17/02/2021 14:48:19","1"
"AMAZON FBA","Amazon UK","13.59","GS-S925-HOOP-015","05/02/2021 17:24:11","1"
"AMAZON FBA","Amazon US","12.92","S925-BC-5940-EAR-3H","08/02/2021 23:31:15","1"
"AMAZON FBA","Amazon UK","18.59","BIA-S925-CHAIN-025-170-500","06/02/2021 23:10:51","1"
"AMAZON FBA","Amazon FR","35.29","BIA-S925-CHAIN-013-075-200","16/02/2021 02:21:51","1"
"AMAZON FBA","Amazon IT","15.79","BIA-S925-CHAIN-020-200-180","04/02/2021 11:31:00","1"
"AMAZON","Amazon DE","29.69","GS-S925-HOOP-055","12/02/2021 14:43:47","1"
"AMAZON FBA","Amazon UK","10.19","BIA-S925-CHAIN-001-030-450","12/02/2021 17:23:33","1"
"AMAZON FBA","Amazon IT","17.19","PAV-S925-HOOP-BALI-001-015","22/02/2021 19:54:23","1"
"AMAZON FBA","Amazon CA","17.19","BIA-S925-CHAIN-001-030-450","11/02/2021 05:21:25","1"
"AMAZON FBA","Amazon CA","17.79","PAV-S925-EAR-CRAW-005","24/02/2021 04:19:35","1"
"AMAZON FBA","Amazon US","11.29","BIA-S925-CHAIN-041-220-180","03/02/2021 09:25:35","1"
"AMAZON FBA","Amazon UK","13.39","BIA-GP-CHAIN-004-040-500","02/02/2021 21:15:32","1"
"AMAZON FBA","Amazon ES","12.39","BIA-S925-CHAIN-001-030-450","25/02/2021 18:06:06","1"
"AMAZON FBA","Amazon UK","9.89","BIA-S925-CHAIN-001-030-450","01/02/2021 20:22:21","1"
"AMAZON FBA","Amazon US","11.22","BIA-S925-CHAIN-001-030-450","25/02/2021 10:22:44","1"
"AMAZON FBA","Amazon UK","27.59","S925-BC-4016-PIN-3H","27/02/2021 18:31:18","1"
"AMAZON FBA","Amazon CA","179.49","G9K-ROS-BRA-CHA-001-190","28/02/2021 01:58:38","1"
"AMAZON","Amazon DE","20.69","BIA-S925-CHAIN-031-230-600","04/02/2021 14:53:32","1"
"AMAZON FBA","Amazon US","11.19","BIA-S925-CHAIN-001-040-220-250","10/02/2021 23:20:18","1"
"AMAZON FBA","Amazon UK","11.59","S925-BLA-NEC-CHA-001-013-500","08/02/2021 20:52:24","1"
"AMAZON FBA","Amazon UK","13.39","BIA-GP-CHAIN-004-040-500","12/02/2021 16:27:05","1"
"AMAZON FBA","Amazon UK","10.19","BIA-S925-CHAIN-001-030-450","05/02/2021 20:26:54","1"
"AMAZON FBA","Amazon UK","9.99","BIA-S925-HOOP-HIN-010","14/02/2021 21:47:22","1"
"AMAZON","Amazon US","13.1","BIA-S925-CHAIN-020-200-180","22/02/2021 14:52:17","1"
"AMAZON FBA","Amazon UK","13.59","GS-S925-HOOP-015","22/02/2021 14:56:58","1"
"AMAZON FBA","Amazon US","12.7","BIA-S925-CHAIN-041-220-180","20/02/2021 19:52:15","1"
"AMAZON FBA","Amazon CA","26.09","BIA-S925-CHAIN-045-140-220-250","21/02/2021 09:16:10","1"
"AMAZON FBA","Amazon UK","16.99","S925-WHI-RIN-GEM-001-M","17/02/2021 21:24:06","1"
"AMAZON FBA","Amazon FR","13.59","BIA-S925-CHAIN-001-030-450","11/02/2021 16:01:43","1"
"AMAZON FBA","Amazon ES","19.19","S925-WHI-RIN-CEL-006-Q","11/02/2021 02:10:59","1"
"AMAZON FBA","Amazon CA","18.59","BIA-S925-CHAIN-001-035-500","05/02/2021 21:42:18","1"
"AMAZON FBA","Amazon CA","20.09","BIA-GP-CHAIN-008-030-360","26/02/2021 07:54:15","1"
"AMAZON FBA","Amazon DE","32.59","BIA-S925-CHAIN-013-075-200","12/02/2021 20:29:40","1"
"AMAZON FBA","Amazon CA","28.19","BIA-ROSE-CHAIN-019-110-250","25/02/2021 20:37:56","1"
"AMAZON FBA","Amazon CA","29.89","BIA-S925-CHAIN-031-230-600","16/02/2021 08:33:46","1"
"AMAZON","Amazon DE","11.89","BIA-S925-CHAIN-001-035-500","25/02/2021 14:51:41","1"
"AMAZON FBA","Amazon UK","13.19","BIA-S925-CHAIN-001-040-500","21/02/2021 16:21:42","1"
"AMAZON FBA","Amazon CA","29.69","BIA-S925-CHAIN-051-250-500","22/02/2021 04:24:20","1"
"AMAZON FBA","Amazon DE","11.89","BIA-S925-CHAIN-001-035-500","04/02/2021 14:04:11","1"
"AMAZON","Amazon DE","10.59","BIA-S925-HOOP-HIN-010","17/02/2021 14:48:35","1"
"AMAZON FBA","Amazon IT","13.69","BIA-S925-CHAIN-001-030-450","11/02/2021 18:39:26","1"
"AMAZON FBA","Amazon US","14.19","PAV-S925-HOOP-BALI-001-015","05/02/2021 04:31:26","1"
"AMAZON FBA","Amazon DE","17.29","S925-WHI-EAR-DROP-014","03/02/2021 13:35:04","1"
"AMAZON FBA","Amazon UK","10.19","BIA-S925-CHAIN-001-030-450","16/02/2021 17:02:13","1"
"AMAZON FBA","Amazon CA","17.19","BIA-S925-CHAIN-001-030-450","18/02/2021 23:49:24","1"
"AMAZON FBA","Amazon CA","16.89","BIA-S925-CHAIN-001-035-360","25/02/2021 02:39:23","1"
"AMAZON FBA","Amazon UK","19.29","S925-WHI-EAR-CEL-001","05/02/2021 13:43:24","1"
"AMAZON FBA","Amazon FR","18.49","BIA-GP-CHAIN-012-100-500","15/02/2021 17:25:18","1"
"AMAZON FBA","Amazon IT","25.09","PAV-S925-HOOP-BALI-004-030","15/02/2021 21:25:16","1"
"AMAZON FBA","Amazon UK","10.49","BIA-S925-CHAIN-001-030-500","11/02/2021 16:26:56","2"
"AMAZON","Amazon UK","12.09","BIA-S925-CHAIN-041-220-190","19/02/2021 14:54:21","1"
"AMAZON FBA","Amazon UK","22.09","BIA-S925-CHAIN-043-200-550","12/02/2021 22:48:48","1"
"AMAZON FBA","Amazon US","26.83","BIA-S925-HOOP-005","15/02/2021 11:02:07","1"
"AMAZON FBA","Amazon IT","15.79","BIA-S925-CHAIN-001-040-450","05/02/2021 03:47:02","1"
"AMAZON FBA","Amazon DE","18.39","BIA-S925-CHAIN-031-230-500","05/02/2021 19:47:09","1"
"AMAZON FBA","Amazon US","16.42","S925-WHI-PEN-LET-001-J","14/02/2021 15:30:06","1"
"AMAZON","Amazon DE","10.59","BIA-S925-CHAIN-001-035-360","22/02/2021 14:51:59","3"
"AMAZON FBA","Amazon FR","13.99","BIA-S925-CHAIN-001-030-500","05/02/2021 22:48:05","1"
"AMAZON FBA","Amazon ES","11.69","S925-WHI-PEN-CROS-002","01/02/2021 18:34:16","1"
"AMAZON FBA","Amazon UK","12.09","BIA-S925-CHAIN-001-040-450","23/02/2021 01:20:40","1"
"AMAZON FBA","Amazon UK","10.49","BIA-S925-CHAIN-001-030-500","08/02/2021 21:27:10","1"
"AMAZON FBA","Amazon UK","7.66","S925-BC-0396-PEN-6G","08/02/2021 16:26:23","1"
"AMAZON FBA","Amazon UK","12.09","BIA-S925-CHAIN-001-040-450","16/02/2021 21:53:54","1"
"AMAZON FBA","Amazon DE","18.39","BIA-S925-CHAIN-031-230-500","15/02/2021 09:32:54","1"
"AMAZON FBA","Amazon DE","3.99","","22/02/2021 01:43:47","1"
"AMAZON","Amazon UK","14.09","BIA-S925-CHAIN-015-120-700","25/02/2021 14:51:46","1"
"AMAZON FBA","Amazon ES","12.69","BIA-S925-CHAIN-001-030-500","10/02/2021 20:42:42","1"
"AMAZON FBA","Amazon UK","10.49","BIA-S925-CHAIN-001-030-500","02/02/2021 21:17:26","1"
"AMAZON FBA","Amazon US","22.14","BIA-S925-HOOP-004","27/02/2021 04:42:07","1"
"AMAZON FBA","Amazon FR","13.99","BIA-S925-CHAIN-001-030-500","06/02/2021 18:06:56","1"
"AMAZON","Amazon DE","15.69","MS-S925-LOC-001","23/02/2021 14:52:51","1"
"AMAZON FBA","Amazon DE","22.19","PAV-S925-HOOP-BALI-004-030","08/02/2021 15:15:25","1"
"AMAZON FBA","Amazon UK","16.19","S925-WHI-RIN-CEL-006-N","05/02/2021 16:40:05","1"
"SHOPIFY","ShopifyUK","6.588","BIA-S925-CHAIN-022-150-190","02/02/2021 14:55:01","1"
"AMAZON FBA","Amazon FR","18.49","BIA-GP-CHAIN-012-100-500","10/02/2021 21:28:38","1"
"AMAZON FBA","Amazon FR","27.59","BIA-S925-HOOP-004","08/02/2021 14:44:01","1"
"AMAZON FBA","Amazon UK","16.79","BIA-S925-CHAIN-031-230-500","22/02/2021 01:22:05","1"
"AMAZON FBA","Amazon US","15.76","BIA-S925-CHAIN-041-220-220-250","03/02/2021 20:14:22","1"
"AMAZON FBA","Amazon CA","70.99","CS-9K-HOOP-015","19/02/2021 10:23:15","1"
"AMAZON FBA","Amazon DE","11.19","BIA-S925-CHAIN-001-030-500","15/02/2021 15:42:10","1"
"AMAZON FBA","Amazon CA","16.89","BIA-S925-CHAIN-001-035-360","21/02/2021 03:58:24","1"
"AMAZON","Amazon DE","10.59","BIA-S925-CHAIN-001-035-360","10/02/2021 14:59:42","1"
"AMAZON FBA","Amazon UK","14.29","MS-S925-LOC-001","09/02/2021 17:16:40","1"
"AMAZON FBA","Amazon ES","12.59","BIA-S925-HOOP-001","14/02/2021 20:47:19","1"
"AMAZON FBA","Amazon FR","13.39","BIA-S925-CHAIN-001-030-500","02/02/2021 06:32:53","1"
"AMAZON FBA","Amazon UK","12.99","S925-BC-1764-PEN-3H","10/02/2021 17:21:37","1"
"AMAZON","Amazon DE","15.89","PAV-S925-EAR-BALL-002-030to050","18/02/2021 14:50:11","1"
"AMAZON FBA","Amazon DE","9.4","BIA-S925-CHAIN-001-030-500","08/02/2021 00:03:58","1"
"AMAZON FBA","Amazon US","14.62","BIA-S925-CHAIN-015-120-700","07/02/2021 16:19:23","1"
"AMAZON FBA","Amazon IT","25.09","PAV-S925-HOOP-BALI-004-030","11/02/2021 22:56:46","1"
"AMAZON","Amazon UK","12.39","BIA-S925-CHAIN-004-040-600","26/02/2021 14:54:20","1"
"AMAZON FBA","Amazon US","19.56","BIA-S925-CHAIN-029-500-COL-190","08/02/2021 19:39:32","1"
"AMAZON","Amazon DE","15.59","BIA-S925-CHAIN-031-230-450","01/02/2021 14:42:55","1"
"AMAZON FBA","Amazon DE","18.39","BIA-S925-CHAIN-031-230-500","15/02/2021 01:33:34","1"
"AMAZON FBA","Amazon UK","22.49","BIA-S925-HOOP-004","28/02/2021 23:22:43","1"
"AMAZON FBA","Amazon DE","15.69","MS-S925-LOC-001","04/02/2021 11:23:52","1"
"AMAZON FBA","Amazon UK","3.99","","06/02/2021 22:33:24","1"
"AMAZON FBA","Amazon UK","12.99","S925-BC-1764-PEN-2Y","15/02/2021 20:18:13","1"
"AMAZON FBA","Amazon UK","10.49","BIA-S925-CHAIN-001-030-500","16/02/2021 14:02:59","1"
"AMAZON FBA","Amazon DE","13.89","BIA-GP-CHAIN-007-040-450","01/02/2021 22:47:14","1"
"AMAZON FBA","Amazon UK","54.49","BIA-GP-CHAIN-060-150-650","26/02/2021 00:21:16","1"
"AMAZON","Amazon UK","17.79","BIA-ROSE-CHAIN-031-230-450","22/02/2021 14:51:57","1"
"AMAZON FBA","Amazon MX","822","BIA-BRP-CHAIN-060-150-500","09/02/2021 16:14:44","1"
"AMAZON FBA","Amazon UK","19.29","BIA-S925-CHAIN-020-200-450","03/02/2021 17:16:10","1"
"AMAZON FBA","Amazon CA","17.69","BIA-S925-CHAIN-001-030-500","21/02/2021 15:40:40","1"
"AMAZON","Amazon DE","9.49","BIA-S925-CHAIN-022-150-190","01/02/2021 14:42:49","1"
"AMAZON FBA","Amazon FR","18.09","BIA-S925-CHAIN-049-020-700","11/02/2021 21:37:22","1"
"AMAZON FBA","Amazon UK","25.24","BIA-S925-CHAIN-012-200-450","06/02/2021 19:56:18","1"
"AMAZON FBA","Amazon UK","10.49","BIA-S925-CHAIN-001-030-500","15/02/2021 16:21:55","1"
"AMAZON FBA","Amazon UK","12.09","BIA-S925-CHAIN-001-040-450","12/02/2021 13:13:23","1"
"AMAZON FBA","Amazon UK","12.09","BIA-S925-CHAIN-001-040-450","03/02/2021 21:13:24","1"
"AMAZON FBA","Amazon DE","18.39","BIA-S925-CHAIN-031-230-500","11/02/2021 23:43:06","1"
"AMAZON FBA","Amazon UK","10.49","BIA-S925-CHAIN-001-030-500","08/02/2021 21:07:34","1"
"AMAZON","Amazon UK","12.09","BIA-S925-CHAIN-041-220-190","22/02/2021 14:52:24","1"
