source,subsource,Unit_Total_Cost,ItemNumber,dprocessedon,Total
"AMAZON FBA","Amazon UK","8.99","BIA-S925-CHAIN-001-030-600","18/12/2021 21:27:58","1"
"AMAZON FBA","Amazon UK","11.99","BIA-S925-CHAIN-006-035-500","13/12/2021 10:35:55","1"
"AMAZON FBA","Amazon FR","13.99","BIA-GP-CHAIN-001-035-450","05/12/2021 17:26:34","1"
"AMAZON FBA","Amazon UK","34.99","G9K-YEL-PEN-CROS-001","11/12/2021 13:17:29","1"
"AMAZON FBA","Amazon DE","32.99","BIA-S925-CHAIN-013-075-190","16/12/2021 00:25:39","1"
"AMAZON FBA","Amazon UK","29.99","BIA-S925-CHAIN-013-075-190","21/12/2021 21:44:41","1"
"AMAZON FBA","Amazon IT","34.99","CS-9K-HOOP-010","20/12/2021 09:33:26","1"
"AMAZON FBA","Amazon UK","12.99","PAV-S925-EAR-CRAW-001","03/12/2021 17:45:59","1"
"AMAZON FBA","Amazon IT","12.99","BIA-S925-CHAIN-019-110-180","22/12/2021 11:51:00","1"
"AMAZON FBA","Transter AMA US","12.6","BIA-S925-CHAIN-045-140-190","15/12/2021 17:36:49","1"
"AMAZON FBA","Transter AMA CA","21.41","BIA-ROSE-CHAIN-001-035-450","21/12/2021 01:18:15","1"
"AMAZON FBA","Amazon DE","15.12","BIA-S925-HOOP-HIN-020","06/12/2021 20:59:08","1"
"AMAZON FBA","Amazon UK","14.99","BIA-S925-CHAIN-005-060-180","06/12/2021 16:21:19","1"
"AMAZON FBA","Amazon UK","12.99","BIA-S925-CHAIN-012-100-600","16/12/2021 19:18:41","1"
"AMAZON FBA","Transter AMA CA","29.07","BIA-S925-CHAIN-029-500-190","16/12/2021 05:59:56","1"
"AMAZON FBA","Amazon ES","9.99","BIA-S925-CHAIN-052-040-200","16/12/2021 07:09:57","1"
"AMAZON FBA","Amazon UK","19.99","BIA-S925-CHAIN-029-500-190","28/12/2021 15:13:31","1"
"AMAZON FBA","Amazon UK","8.99","BIA-S925-CHAIN-052-040-200","22/12/2021 22:27:32","1"
"AMAZON FBA","Transter AMA CA","20.44","BIA-S925-CHAIN-019-110-180","28/12/2021 03:33:59","1"
"AMAZON FBA","Amazon FR","17.99","BIA-S925-CHAIN-005-060-180","20/12/2021 15:35:25","1"
"AMAZON FBA","Amazon DE","12.99","BIA-S925-CHAIN-006-035-450","14/12/2021 15:57:19","1"
"AMAZON FBA","Amazon IT","16.99","BIA-S925-HOOP-002","10/12/2021 17:06:10","1"
"AMAZON FBA","Amazon DE","12.99","BIA-ROSE-CHAIN-001-035-450","21/12/2021 20:11:21","1"
"AMAZON FBA","Amazon ES","9.99","BIA-S925-CHAIN-001-030-600","23/12/2021 02:16:33","1"
"AMAZON FBA","Amazon DE","19.99","BIA-S925-CHAIN-029-500-190","13/12/2021 02:04:13","1"
"AMAZON FBA","Transter AMA CA","137.62","S925-WHI-NEC-CHA-024-079-500","18/12/2021 05:53:38","1"
"AMAZON FBA","Amazon UK","8.99","BIA-S925-CHAIN-001-030-600","09/12/2021 19:53:00","1"
"AMAZON FBA","Amazon UK","10.99","BIA-S925-CHAIN-006-035-450","26/12/2021 12:56:15","1"
"AMAZON FBA","Amazon FR","34.99","CS-9K-HOOP-010","16/12/2021 04:38:26","1"
"AMAZON FBA","Amazon FR","9.99","BIA-S925-CHAIN-001-030-600","14/12/2021 08:26:41","1"
"AMAZON FBA","Amazon UK","8.99","BIA-S925-CHAIN-001-030-600","01/12/2021 08:58:41","1"
"AMAZON FBA","Amazon ES","9.99","BIA-S925-CHAIN-001-030-600","21/12/2021 17:59:17","1"
"AMAZON FBA","Amazon UK","12.99","PAV-S925-EAR-CRAW-001","15/12/2021 09:33:47","1"
"AMAZON FBA","Amazon ES","16.99","GS-S925-HOOP-025","13/12/2021 01:24:37","1"
"AMAZON FBA","Amazon ES","46.75","BIA-GP-CHAIN-060-200","20/12/2021 21:38:15","1"
"AMAZON FBA","Transter AMA CA","24.45","BIA-S925-CHAIN-012-100-600","30/12/2021 21:06:12","1"
"AMAZON FBA","Amazon IT","14.99","BIA-ROSE-CHAIN-001-035-450","27/12/2021 18:43:13","1"
"AMAZON FBA","Amazon UK","10.99","BIA-ROSE-CHAIN-001-035-500","20/12/2021 10:32:24","1"
"AMAZON FBA","Amazon FR","14.99","S925-BC-5940-EAR-6G","13/12/2021 21:50:51","1"
"AMAZON FBA","Amazon NL","13.99","BIA-S925-CHAIN-006-035-500","15/12/2021 19:19:46","1"
"AMAZON FBA","Amazon UK","29.99","BIA-S925-CHAIN-013-075-190","14/12/2021 00:44:54","1"
"AMAZON FBA","Amazon ES","11.99","BIA-S925-CHAIN-019-110-180","17/12/2021 10:40:03","1"
"AMAZON FBA","Amazon DE","16.99","BIA-ROSE-CHAIN-001-035-500","15/12/2021 08:24:23","1"
"AMAZON FBA","Amazon UK","8.99","S925-BC-0396-PEN-3H","23/12/2021 19:57:17","1"
"AMAZON FBA","Amazon FR","15.99","BIA-S925-CHAIN-024-190-200","08/12/2021 20:01:22","1"
"AMAZON FBA","Transter AMA US","37.01","G9K-YEL-PEN-CROS-001","04/12/2021 23:24:07","1"
"AMAZON FBA","Transter AMA US","17.46","PAV-S925-HOOP-BALI-002-020","16/12/2021 05:30:13","1"
"AMAZON FBA","Amazon ES","43.99","S925-WHI-NEC-CHA-025-055-550","14/12/2021 22:35:08","1"
"AMAZON FBA","Transter AMA CA","31.74","BIA-GP-CHAIN-019-110-250","10/12/2021 06:51:18","1"
"AMAZON FBA","Transter AMA CA","25.64","BIA-S925-HOOP-002","31/12/2021 19:47:57","1"
"AMAZON FBA","Transter AMA CA","22.93","BIA-GP-CHAIN-001-035-450","16/12/2021 01:51:53","1"
"AMAZON FBA","Amazon UK","15.99","BIA-S925-CHAIN-051-250-450","21/12/2021 16:28:56","1"
"AMAZON FBA","Amazon FR","9.99","BIA-S925-CHAIN-001-030-600","14/12/2021 15:20:57","1"
"AMAZON FBA","Amazon IT","9.99","BIA-S925-CHAIN-052-040-200","16/12/2021 23:26:16","1"
"AMAZON FBA","Amazon UK","18.99","GS-GP-PEN-COIN-001","21/12/2021 01:55:41","1"
"AMAZON FBA","Amazon ES","9.99","BIA-S925-CHAIN-052-040-200","23/12/2021 13:28:46","2"
"AMAZON FBA","Amazon UK","8.99","S925-BC-0396-PEN-3H","17/12/2021 16:36:29","1"
"AMAZON FBA","Amazon UK","11.99","BIA-S925-CHAIN-006-035-500","15/12/2021 20:37:38","1"
"AMAZON FBA","Amazon UK","64.99","G9K-YEL-PEN-HART-001","19/12/2021 10:32:42","1"
"AMAZON FBA","Amazon IT","9.99","BIA-S925-CHAIN-001-030-600","27/12/2021 21:44:42","1"
"AMAZON FBA","Amazon DE","114.99","GL-9K-CHAIN-005-140-510","09/12/2021 07:48:12","1"
"AMAZON FBA","Amazon DE","12.99","BIA-S925-CHAIN-006-035-450","20/12/2021 02:02:58","1"
"AMAZON FBA","Transter AMA CA","28.02","PAV-S925-HOOP-BALI-002-020","27/12/2021 07:36:09","1"
"AMAZON FBA","Amazon DE","13.99","BIA-S925-CHAIN-006-035-500","09/12/2021 06:01:38","1"
"AMAZON FBA","Amazon ES","9.99","BIA-S925-CHAIN-052-040-200","17/12/2021 17:05:56","1"
"AMAZON FBA","Amazon ES","16.99","S925-YEL-EAR-HOOP-020-012","23/12/2021 07:45:23","1"
"AMAZON FBA","Amazon UK","14.99","S925-WHI-RIN-GEM-001-S","30/12/2021 03:14:57","1"
"AMAZON FBA","Amazon UK","11.99","BIA-S925-CHAIN-006-035-500","16/12/2021 22:17:26","1"
"AMAZON FBA","Amazon DE","12.99","BIA-S925-CHAIN-006-035-450","13/12/2021 12:56:21","1"
"AMAZON FBA","Amazon ES","14.99","BIA-S925-HOOP-002","21/12/2021 16:38:19","1"
"AMAZON FBA","Amazon UK","13.99","BIA-S925-CHAIN-024-190-200","06/12/2021 15:14:13","1"
"AMAZON FBA","Amazon UK","8.99","BIA-S925-CHAIN-001-030-600","08/12/2021 12:14:34","1"
"AMAZON FBA","Transter AMA US","13.53","BIA-ROSE-CHAIN-001-035-450","11/12/2021 17:14:48","1"
"AMAZON FBA","Amazon UK","10.99","BIA-ROSE-CHAIN-001-035-500","16/12/2021 16:15:42","1"
"AMAZON FBA","Amazon UK","13.99","BIA-S925-CHAIN-008-060-200","27/12/2021 21:26:41","1"
"AMAZON FBA","Amazon UK","8.99","BIA-S925-CHAIN-001-030-600","22/12/2021 01:20:24","1"
"AMAZON FBA","Amazon ES","12.99","BIA-S925-CHAIN-015-120-450","29/12/2021 02:26:42","1"
"AMAZON FBA","Amazon DE","10.99","BIA-S925-CHAIN-019-110-180","04/12/2021 07:03:38","1"
"AMAZON FBA","Amazon UK","12.99","S925-BLA-NEC-CHA-001-013-700","12/12/2021 23:10:50","1"
"AMAZON FBA","Amazon DE","9.99","BIA-S925-CHAIN-052-040-200","15/12/2021 10:23:16","2"
"AMAZON FBA","Transter AMA CA","23.33","BIA-GP-CHAIN-001-035-450","11/12/2021 02:43:06","1"
"AMAZON FBA","Amazon DE","9.99","BIA-S925-CHAIN-052-040-200","08/12/2021 11:44:21","1"
"AMAZON FBA","Amazon UK","15.99","BIA-S925-CHAIN-051-250-450","15/12/2021 14:33:53","1"
"AMAZON FBA","Amazon IT","12.49","S925-WHI-EAR-CUFF-010","21/12/2021 17:52:42","1"
"AMAZON FBA","Amazon IT","15.57","BIA-S925-CHAIN-015-120-900","28/12/2021 00:19:14","1"
"AMAZON FBA","Amazon ES","17.99","BIA-S925-CHAIN-015-120-900","27/12/2021 17:50:28","1"
"AMAZON FBA","Amazon ES","21.99","S925-WHI-EAR-STUD-SWA-006-266","13/12/2021 19:39:05","1"
"AMAZON FBA","Amazon UK","8.99","BIA-S925-CHAIN-052-040-200","17/12/2021 19:42:33","1"
"AMAZON FBA","Amazon UK","10.99","BIA-ROSE-CHAIN-001-035-450","05/12/2021 02:22:11","1"
"AMAZON FBA","Amazon DE","17.99","GS-S925-EAR-014","22/12/2021 10:30:55","1"
"AMAZON FBA","Amazon UK","11.99","BIA-S925-HOOP-002","27/12/2021 23:18:23","1"
"AMAZON FBA","Amazon DE","19.99","BIA-S925-CHAIN-029-500-190","08/12/2021 01:54:13","1"
"AMAZON FBA","Transter AMA US","12.56","S925-WHI-RIN-TOE-005","08/12/2021 20:27:00","1"
"AMAZON FBA","Amazon UK","12.99","PAV-S925-EAR-CRAW-001","16/12/2021 00:20:38","1"
"AMAZON FBA","Amazon UK","39.99","S925-WHI-BRA-CHA-044-190","10/12/2021 19:46:48","1"
"AMAZON FBA","Amazon ES","12.99","S925-YEL-BRA-CHA-020-200","23/12/2021 22:00:44","1"
"AMAZON FBA","Amazon UK","11.99","BIA-S925-CHAIN-006-035-500","08/12/2021 23:11:32","1"
"AMAZON FBA","Amazon DE","14.99","BIA-S925-CHAIN-012-100-600","21/12/2021 07:40:18","2"
"AMAZON FBA","Amazon DE","13.99","BIA-S925-CHAIN-006-035-500","09/12/2021 16:55:29","1"
"AMAZON FBA","Amazon UK","29.99","CS-9K-HOOP-010","07/12/2021 17:17:09","1"
"AMAZON FBA","Amazon IT","47.99","S925-WHI-NEC-CHA-024-055-550","02/12/2021 22:33:36","1"
"AMAZON FBA","Amazon DE","12.99","BIA-S925-CHAIN-006-035-450","07/12/2021 15:55:52","1"
"AMAZON FBA","Amazon UK","15.99","BIA-S925-CHAIN-005-060-190","31/12/2021 00:22:24","1"
"AMAZON FBA","Amazon DE","12.99","BIA-S925-CHAIN-006-035-450","06/12/2021 19:51:40","1"
"AMAZON FBA","Transter AMA CA","30.69","BIA-S925-CHAIN-015-120-900","08/12/2021 03:21:16","1"
"AMAZON FBA","Amazon ES","19.99","S925-WHI-EAR-HOOP-013-020","13/12/2021 17:29:55","1"
"AMAZON FBA","Amazon DE","9.99","BIA-S925-CHAIN-001-030-600","16/12/2021 21:53:55","1"
"AMAZON FBA","Amazon UK","29.99","CS-9K-HOOP-010","08/12/2021 21:34:36","1"
"AMAZON FBA","Transter AMA US","12.29","BIA-S925-CHAIN-015-120-450","28/12/2021 13:47:26","1"
"AMAZON FBA","Amazon UK","8.99","BIA-S925-CHAIN-001-030-600","11/12/2021 22:29:05","2"
"AMAZON FBA","Transter AMA US","10.7","S925-BC-0396-PEN-3H","30/12/2021 04:49:53","1"
"AMAZON FBA","Amazon UK","10.99","BIA-S925-CHAIN-006-035-450","08/12/2021 19:35:44","1"
"AMAZON FBA","Transter AMA US","14.17","BIA-GP-CHAIN-015-120-450","04/12/2021 17:27:33","1"
"AMAZON FBA","Amazon DE","12.99","BIA-S925-CHAIN-006-035-450","31/12/2021 01:27:24","2"
"AMAZON FBA","Amazon DE","13.99","BIA-S925-CHAIN-006-035-500","07/12/2021 11:32:19","1"
"AMAZON FBA","Amazon IT","17.99","GS-S925-HOOP-025","01/12/2021 02:13:51","1"
"AMAZON FBA","Amazon UK","8.99","BIA-S925-CHAIN-001-030-600","12/12/2021 00:22:47","1"
"AMAZON FBA","Amazon UK","11.99","BIA-S925-CHAIN-006-035-500","18/12/2021 00:36:45","1"
"AMAZON FBA","Transter AMA CA","26.32","BIA-S925-CHAIN-012-100-600","17/12/2021 08:02:13","1"
"AMAZON FBA","Amazon IT","14.63","BIA-S925-CHAIN-041-220-200","14/12/2021 18:33:20","1"
"AMAZON FBA","Amazon IT","9.99","BIA-S925-CHAIN-052-040-200","20/12/2021 03:26:19","1"
"AMAZON FBA","Amazon DE","25.99","BIA-S925-CHAIN-016-350-450","27/12/2021 13:44:22","1"
"AMAZON FBA","Amazon DE","14.99","PAV-S925-EAR-CRAW-001","07/12/2021 19:28:12","1"
"EBAY","EBAY1","7.79","BIA-S925-CHAIN-049-020-450","29/12/2021 14:38:27","1"
"AMAZON FBA","Transter AMA CA","29.93","BIA-S925-HOOP-003","11/12/2021 07:31:13","1"
"AMAZON FBA","Amazon DE","12.99","BIA-S925-CHAIN-006-035-450","12/12/2021 14:49:52","2"
"AMAZON FBA","Transter AMA CA","35.58","BIA-S925-CHAIN-051-250-600","27/12/2021 09:35:17","1"
"AMAZON FBA","Amazon DE","11.99","BIA-S925-CHAIN-015-120-450","10/12/2021 08:18:33","1"
"AMAZON FBA","Amazon UK","19.99","BIA-S925-CHAIN-029-500-190","08/12/2021 15:15:31","1"
"AMAZON FBA","Amazon ES","14.99","BIA-S925-HOOP-HIN-020","19/12/2021 16:41:15","1"
"AMAZON FBA","Amazon UK","19.99","BIA-S925-CHAIN-029-500-190","11/12/2021 22:06:09","1"
"AMAZON FBA","Amazon DE","13.99","S925-BC-5940-EAR-6G","02/12/2021 15:22:11","1"
"AMAZON FBA","Amazon DE","16.99","BIA-ROSE-CHAIN-001-035-500","13/12/2021 01:58:16","1"
"AMAZON FBA","Amazon FR","15.99","BIA-S925-CHAIN-024-190-200","14/12/2021 01:28:47","1"
"AMAZON FBA","Amazon UK","14.99","BIA-S925-HOOP-003","14/12/2021 22:28:46","1"
"AMAZON FBA","Transter AMA CA","31.29","BIA-S925-CHAIN-029-500-190","01/12/2021 07:57:04","1"
"AMAZON FBA","Amazon UK","29.99","CS-9K-HOOP-010","19/12/2021 19:57:26","1"
"AMAZON FBA","Amazon ES","12.99","S925-YEL-BRA-CHA-020-200","27/12/2021 22:15:54","1"
"EBAY","EBAY1","8.19","S925-YEL-BRA-CHA-042-190","29/12/2021 14:38:25","1"
"AMAZON FBA","Amazon UK","8.99","BIA-S925-CHAIN-001-030-600","05/12/2021 21:29:46","1"
"AMAZON FBA","Amazon UK","38.99","S925-WHI-NEC-CHA-025-055-550","14/12/2021 23:25:40","1"
"AMAZON FBA","Amazon UK","8.99","BIA-S925-CHAIN-052-040-200","17/12/2021 23:51:48","1"
"AMAZON FBA","Amazon ES","15.99","BIA-S925-CHAIN-024-190-200","11/12/2021 18:35:59","1"
"AMAZON FBA","Amazon DE","12.99","BIA-S925-CHAIN-006-035-450","16/12/2021 01:11:25","2"
"AMAZON FBA","Amazon DE","13.99","BIA-S925-CHAIN-006-035-500","17/12/2021 10:23:59","1"
"AMAZON FBA","Amazon ES","9.99","BIA-S925-CHAIN-052-040-200","19/12/2021 22:31:36","1"
"AMAZON","Amazon UK","13.99","BIA-S925-CHAIN-024-190-200","31/12/2021 10:47:12","1"
"AMAZON FBA","Amazon UK","8.99","BIA-S925-CHAIN-001-030-600","18/12/2021 21:22:12","1"
"AMAZON FBA","Amazon UK","29.99","CS-9K-HOOP-010","15/12/2021 03:54:00","1"
"AMAZON FBA","Amazon UK","8.99","BIA-S925-CHAIN-052-040-200","26/12/2021 20:23:29","1"
"AMAZON FBA","Amazon UK","10.99","BIA-ROSE-CHAIN-001-035-500","15/12/2021 17:53:10","1"
"AMAZON FBA","Amazon DE","12.99","BIA-S925-CHAIN-006-035-450","11/12/2021 01:21:43","1"
"AMAZON FBA","Amazon IT","23.99","BIA-S925-CHAIN-051-250-600","20/12/2021 17:54:46","1"
"AMAZON FBA","Transter AMA CA","26.32","BIA-S925-CHAIN-012-100-600","21/12/2021 09:09:18","1"
"AMAZON FBA","Amazon DE","20.16","BIA-ROSE-CHAIN-031-230-500","06/12/2021 02:22:23","1"
"AMAZON FBA","Amazon UK","8.99","BIA-S925-CHAIN-052-040-200","03/12/2021 09:35:24","1"
"AMAZON FBA","Transter AMA US","17.31","BIA-S925-CHAIN-015-120-900","23/12/2021 09:23:52","1"
"AMAZON FBA","Transter AMA CA","23.15","BIA-S925-CHAIN-041-220-200","16/12/2021 09:19:42","1"
"AMAZON FBA","Amazon UK","12.99","PAV-S925-EAR-CRAW-001","12/12/2021 16:21:38","1"
"AMAZON FBA","Amazon UK","8.99","BIA-S925-CHAIN-001-030-600","15/12/2021 13:21:35","1"
"AMAZON FBA","Amazon ES","9.99","BIA-S925-CHAIN-052-040-200","17/12/2021 17:17:35","1"
"AMAZON FBA","Amazon UK","10.99","BIA-S925-CHAIN-006-035-450","24/12/2021 12:28:01","1"
"AMAZON FBA","Transter AMA CA","50.23","BIA-S925-CHAIN-013-075-190","29/12/2021 21:09:39","1"
"AMAZON FBA","Transter AMA US","12.68","BIA-S925-CHAIN-045-140-190","12/12/2021 11:43:21","1"
"AMAZON FBA","Amazon UK","11.99","BIA-S925-HOOP-002","26/12/2021 17:00:16","1"
"AMAZON FBA","Amazon IT","9.99","BIA-S925-CHAIN-001-030-600","20/12/2021 01:26:48","1"
"AMAZON FBA","Amazon UK","8.99","BIA-S925-CHAIN-001-030-600","12/12/2021 22:23:29","1"
"AMAZON FBA","Amazon FR","15.99","BIA-S925-CHAIN-024-190-200","03/12/2021 14:32:21","1"
"AMAZON FBA","Amazon ES","31.99","BIA-S925-CHAIN-013-075-190","29/12/2021 09:11:37","1"
"AMAZON FBA","Transter AMA CA","25.64","BIA-S925-HOOP-002","19/12/2021 05:31:41","1"
"AMAZON FBA","Amazon DE","16.13","BIA-S925-CHAIN-024-190-200","03/12/2021 09:46:33","1"
"AMAZON FBA","Amazon IT","9.99","BIA-S925-CHAIN-001-030-600","18/12/2021 06:08:39","1"
"AMAZON FBA","Amazon UK","19.99","BIA-S925-CHAIN-029-500-190","09/12/2021 10:57:02","1"
"AMAZON FBA","Amazon DE","14.99","BIA-S925-CHAIN-012-100-600","13/12/2021 16:56:36","1"
"AMAZON FBA","Amazon UK","19.99","BIA-S925-CHAIN-041-220-600","17/12/2021 22:26:49","2"
"AMAZON FBA","Amazon UK","8.99","BIA-S925-CHAIN-001-030-600","17/12/2021 05:54:10","1"
"AMAZON FBA","Amazon FR","9.99","BIA-S925-CHAIN-001-030-600","22/12/2021 14:34:23","1"
"AMAZON FBA","Transter AMA US","13.03","BIA-ROSE-CHAIN-001-035-450","05/12/2021 15:38:46","1"
"AMAZON FBA","Amazon UK","15.99","BIA-S925-CHAIN-051-250-450","05/12/2021 23:27:03","1"
"AMAZON FBA","Amazon UK","11.99","BIA-GP-CHAIN-001-040-250","21/12/2021 23:35:16","1"
"AMAZON FBA","Amazon DE","9.99","BIA-S925-CHAIN-001-030-600","30/12/2021 09:19:15","1"
"AMAZON FBA","Transter AMA CA","74.95","S925-WHI-NEC-CHA-024-055-550","09/12/2021 20:16:32","1"
"AMAZON FBA","Amazon DE","12.99","PAV-S925-EAR-CRAW-004","07/12/2021 21:28:05","1"
"AMAZON FBA","Amazon DE","12.99","BIA-S925-CHAIN-006-035-450","15/12/2021 00:14:00","1"
"AMAZON FBA","Amazon DE","13.99","BIA-S925-CHAIN-006-035-500","15/12/2021 00:52:50","1"
"AMAZON FBA","Amazon UK","10.99","BIA-GP-CHAIN-001-035-450","02/12/2021 20:53:07","1"
"AMAZON FBA","Amazon UK","11.99","BIA-GP-CHAIN-001-040-250","15/12/2021 21:16:44","1"
"AMAZON FBA","Transter AMA CA","21.83","BIA-S925-CHAIN-019-110-200","09/12/2021 17:32:09","1"
"AMAZON FBA","Amazon DE","12.99","BIA-GP-CHAIN-001-035-450","28/12/2021 02:36:07","1"
"AMAZON FBA","Amazon UK","10.99","BIA-ROSE-CHAIN-001-035-500","21/12/2021 22:05:06","1"
"AMAZON FBA","Amazon UK","15.99","BIA-S925-CHAIN-005-060-190","07/12/2021 02:18:56","1"
"AMAZON FBA","Amazon ES","11.99","BIA-S925-CHAIN-019-110-200","30/12/2021 21:59:56","1"
"AMAZON FBA","Amazon UK","10.99","BIA-GP-CHAIN-001-035-450","18/12/2021 20:20:35","1"
"AMAZON FBA","Amazon DE","13.99","BIA-GP-CHAIN-001-040-250","08/12/2021 21:51:03","1"
"AMAZON FBA","Transter AMA CA","26.24","S925-WHI-EAR-STUD-SWA-006-266","17/12/2021 15:22:06","1"
"AMAZON FBA","Amazon UK","8.99","BIA-S925-CHAIN-052-040-200","20/12/2021 00:16:07","1"
"AMAZON FBA","Transter AMA CA","22.84","BIA-ROSE-CHAIN-001-035-450","24/12/2021 02:14:06","1"
"AMAZON FBA","Amazon DE","15.99","BIA-S925-CHAIN-008-035-500","13/12/2021 12:45:48","1"
"AMAZON FBA","Amazon DE","12.99","BIA-ROSE-CHAIN-001-035-450","27/12/2021 06:58:24","1"
"AMAZON FBA","Amazon IT","9.99","BIA-S925-CHAIN-052-040-200","22/12/2021 21:27:52","1"
"AMAZON FBA","Amazon DE","20.99","BIA-GP-CHAIN-024-140-500","27/12/2021 03:18:09","1"
"AMAZON FBA","Amazon UK","19.99","S925-WHI-EAR-STUD-SWA-006-296","05/12/2021 17:56:47","1"
"AMAZON FBA","Amazon UK","10.99","BIA-GP-CHAIN-001-035-450","12/12/2021 16:20:27","1"
"AMAZON FBA","Amazon UK","10.99","BIA-ROSE-CHAIN-001-035-500","17/12/2021 22:34:19","1"
"AMAZON","Transter AMA US","13.68","S925-BLA-NEC-CHA-006-010-450","14/12/2021 14:34:53","1"
"AMAZON FBA","Transter AMA US","15.11","BIA-S925-HOOP-HIN-020","18/12/2021 08:12:46","1"
"AMAZON FBA","Amazon DE","9.99","BIA-S925-CHAIN-001-030-600","20/12/2021 18:23:57","1"
"AMAZON FBA","Amazon UK","12.99","BIA-S925-CHAIN-012-100-600","10/12/2021 14:31:23","1"
"AMAZON FBA","Amazon DE","9.99","BIA-S925-CHAIN-052-040-200","23/12/2021 18:40:14","1"
"AMAZON FBA","Amazon UK","14.99","BIA-GP-CHAIN-019-110-250","21/12/2021 23:35:16","1"
"AMAZON FBA","Amazon UK","12.99","BIA-S925-CHAIN-012-100-600","20/12/2021 00:20:56","1"
"AMAZON FBA","Amazon UK","10.99","BIA-S925-CHAIN-041-220-200","21/12/2021 23:52:02","1"
