source,subsource,Unit_Total_Cost,ItemNumber,dprocessedon,Total
AMAZON FBA,Transter AMA CA,27,BIA-S925-CHAIN-019-110-220-250,10/04/2022 07:04,1
AMAZON FBA,Amazon UK,8.99,GS-S925-HOOP-007,18/04/2022 16:50,2
AMAZON FBA,Amazon UK,17.99,BIA-S925-CHAIN-036-140-220-250,23/04/2022 01:25,1
AMAZON FBA,Amazon UK,10.99,BIA-S925-CHAIN-052-040-250,13/04/2022 13:41,1
AMAZON FBA,Amazon UK,11.99,BIA-GP-CHAIN-001-035-500,28/04/2022 01:28,2
AMAZON FBA,Transter AMA US,15.76,BIA-S925-CHAIN-052-040-250,09/04/2022 07:01,1
AMAZON FBA,Amazon IT,19.99,BIA-S925-CHAIN-019-110-220-250,20/04/2022 19:25,1
AMAZON FBA,Amazon DE,21.67,S925-WHI-RIN-CEL-003,16/04/2022 14:51,1
AMAZON FBA,Amazon UK,10.99,GS-S925-CHAIN-EXT-001,21/04/2022 03:16,1
AMAZON FBA,Amazon DE,13.99,BIA-ROSE-CHAIN-008-030-450,11/04/2022 18:43,1
AMAZON FBA,Amazon IT,31.2,S925-WHI-PEN-LET-001-M,06/04/2022 21:11,1
AMAZON FBA,Transter AMA CA,27,BIA-S925-CHAIN-019-110-220-250,29/04/2022 01:49,1
AMAZON FBA,Amazon ES,13.99,BIA-S925-CHAIN-019-110-190,04/04/2022 21:06,1
AMAZON,Transter AMA US,11.51,BIA-S925-CHAIN-031-230-190,04/04/2022 13:41,1
AMAZON FBA,Amazon UK,10.99,GS-GP-CHAIN-EXT-001,07/04/2022 23:49,1
AMAZON FBA,Amazon DE,15.99,BIA-S925-CHAIN-016-350-180,06/04/2022 14:56,1
AMAZON FBA,Amazon ES,11.99,BIA-S925-CHAIN-052-040-250,18/04/2022 00:00,1
AMAZON FBA,Amazon IT,19.49,BIA-GP-CHAIN-015-120-500,22/04/2022 20:20,1
AMAZON FBA,Amazon DE,11.99,S925-WHI-EAR-STUD-019,27/04/2022 22:21,1
AMAZON FBA,Transter AMA CA,27,BIA-S925-CHAIN-019-110-220-250,06/04/2022 05:49,1
EBAY,EBAY1,9.39,BIA-GP-CHAIN-001-035-500,08/04/2022 13:39,1
AMAZON FBA,Amazon DE,12.99,BIA-GP-CHAIN-012-100-360,07/04/2022 03:12,2
AMAZON FBA,Amazon DE,10.99,GS-S925-CHAIN-EXT-001,08/04/2022 06:13,1
AMAZON FBA,Transter AMA CA,72.23,BIA-S925-CHAIN-012-200-650,29/04/2022 10:26,1
AMAZON FBA,Amazon DE,13.99,BIA-GP-CHAIN-001-035-500,21/04/2022 02:39,1
AMAZON FBA,Amazon DE,10.99,GS-S925-CHAIN-EXT-001,13/04/2022 21:36,1
AMAZON FBA,Transter AMA US,14.99,BIA-S925-CHAIN-052-040-250,21/04/2022 20:00,1
AMAZON FBA,Amazon DE,10.99,BIA-S925-CHAIN-052-040-250,27/04/2022 12:09,1
AMAZON FBA,Amazon DE,16.99,S925-ROS-BRA-CHA-004-200,25/04/2022 21:42,1
AMAZON FBA,Transter AMA CA,23.63,BIA-S925-CHAIN-001-035-700,14/04/2022 20:37,1
AMAZON FBA,Amazon DE,14.99,BIA-S925-CHAIN-006-035-550,27/04/2022 11:11,1
AMAZON FBA,Transter AMA CA,29.14,S925-ROS-BRA-CHA-004-200,08/04/2022 02:17,1
AMAZON,Amazon DE,9.99,PAV-S925-EAR-BALL-001-020-2PAIR,11/04/2022 13:53,1
AMAZON FBA,Amazon DE,28.99,S925-WHI-NEC-CHA-028-030-500,20/04/2022 11:33,1
EBAY,EBAY1,7.19,BIA-S925-CHAIN-048-050-180,18/04/2022 10:46,1
AMAZON FBA,Amazon DE,10.99,GS-GP-CHAIN-EXT-001,01/04/2022 09:24,1
AMAZON FBA,Amazon UK,13.99,BIA-S925-CHAIN-024-190-200,11/04/2022 00:26,1
AMAZON FBA,Amazon DE,16.99,PAV-S925-HOOP-BALI-002-020,13/04/2022 22:50,1
AMAZON FBA,Amazon IT,9.99,BIA-S925-CHAIN-001-030-600,16/04/2022 13:36,1
AMAZON FBA,Amazon UK,10.99,BIA-S925-CHAIN-006-035-450,17/04/2022 19:50,1
AMAZON FBA,Amazon DE,12.99,BIA-ROSE-CHAIN-001-035-450,25/04/2022 21:05,1
AMAZON FBA,Amazon FR,9.99,BIA-S925-CHAIN-001-030-600,20/04/2022 13:30,1
AMAZON FBA,Amazon UK,20.99,S925-WHI-EAR-CEL-006,11/04/2022 02:07,1
AMAZON,Amazon DE,13.99,BIA-GP-CHAIN-020-200-180,18/04/2022 10:46,1
AMAZON FBA,Amazon DE,25.99,BIA-S925-CHAIN-016-350-450,13/04/2022 14:25,1
AMAZON FBA,Amazon UK,10.99,BIA-S925-CHAIN-006-035-450,20/04/2022 21:11,1
AMAZON FBA,Amazon UK,18.99,BIA-S925-CHAIN-024-140-600,01/04/2022 20:30,1
AMAZON FBA,Amazon IT,18.99,S925-WHI-EAR-STUD-SWA-006-266,13/04/2022 03:59,1
AMAZON FBA,Transter AMA US,13.94,BIA-GP-CHAIN-015-120-450,11/04/2022 20:15,1
AMAZON FBA,Amazon UK,29.99,BIA-S925-CHAIN-029-500-450,27/04/2022 00:27,1
AMAZON FBA,Amazon IT,32.99,BIA-S925-CHAIN-013-075-190,08/04/2022 01:24,1
AMAZON FBA,Amazon UK,10.99,BIA-S925-CHAIN-041-220-200,01/04/2022 20:32,1
AMAZON FBA,Amazon DE,12.99,BIA-ROSE-CHAIN-001-035-450,12/04/2022 18:40,1
AMAZON FBA,Transter AMA AU,14.99,BIA-S925-CHAIN-001-030-600,01/04/2022 14:51,1
AMAZON FBA,Amazon UK,8.99,BIA-S925-CHAIN-019-110-180,27/04/2022 17:10,1
AMAZON FBA,Amazon IT,20.99,S925-YEL-EAR-HOOP-020-012,16/04/2022 01:25,1
AMAZON FBA,Amazon UK,29.99,BIA-S925-CHAIN-013-075-190,10/04/2022 00:58,1
AMAZON FBA,Amazon UK,8.99,BIA-S925-CHAIN-001-030-600,01/04/2022 00:46,1
AMAZON FBA,Amazon IT,9.99,BIA-S925-CHAIN-001-030-600,01/04/2022 15:25,1
AMAZON FBA,Amazon UK,8.99,S925-WHI-EAR-CUFF-002,03/04/2022 01:56,1
AMAZON FBA,Transter AMA US,13.21,BIA-GP-CHAIN-001-035-450,20/04/2022 14:00,1
AMAZON FBA,Amazon IT,18.99,S925-WHI-EAR-STUD-SWA-006-202,04/04/2022 12:25,1
AMAZON FBA,Amazon UK,10.99,BIA-ROSE-CHAIN-001-035-500,21/04/2022 15:34,1
AMAZON FBA,Transter AMA CA,21.15,BIA-S925-CHAIN-001-030-600,09/04/2022 17:31,1
AMAZON,Amazon FR,25.49,BIA-S925-CHAIN-024-140-600,04/04/2022 13:41,1
AMAZON FBA,Amazon FR,18.99,S925-WHI-EAR-STUD-SWA-006-296,04/04/2022 06:23,1
AMAZON FBA,Transter AMA US,11.78,BIA-S925-CHAIN-019-110-180,10/04/2022 18:37,1
AMAZON FBA,Transter AMA CA,24.02,PAV-S925-EAR-CRAW-004,03/04/2022 05:47,1
AMAZON FBA,Transter AMA US,17.25,BIA-S925-HOOP-003,17/04/2022 09:27,1
AMAZON FBA,Amazon DE,13.1,BIA-S925-CHAIN-006-035-450,22/04/2022 01:28,1
AMAZON FBA,Transter AMA CA,22.93,BIA-GP-CHAIN-001-035-450,19/04/2022 08:50,1
AMAZON FBA,Transter AMA US,14.22,BIA-GP-CHAIN-015-120-450,28/04/2022 22:01,1
AMAZON,Amazon ES,15.99,BIA-ROSE-CHAIN-001-035-450,01/04/2022 13:37,1
AMAZON FBA,Transter AMA US,16.95,BIA-S925-CHAIN-015-120-900,07/04/2022 09:23,1
AMAZON FBA,Amazon ES,24.49,BIA-S925-CHAIN-041-220-500,19/04/2022 21:34,1
AMAZON FBA,Amazon UK,14.99,BIA-GP-CHAIN-019-110-250,03/04/2022 19:34,1
AMAZON FBA,Amazon DE,21.99,BIA-S925-CHAIN-051-250-600,25/04/2022 07:27,1
AMAZON FBA,Amazon DE,16.99,BIA-ROSE-CHAIN-015-120-700,29/04/2022 00:31,1
AMAZON FBA,Amazon UK,11.99,BIA-S925-HOOP-002,18/04/2022 11:23,1
AMAZON FBA,Amazon ES,17.49,BIA-GP-CHAIN-015-120-450,25/04/2022 17:15,1
AMAZON FBA,Transter AMA CA,21.14,BIA-S925-CHAIN-001-030-600,23/04/2022 18:54,1
AMAZON FBA,Amazon FR,18.99,S925-WHI-EAR-STUD-SWA-006-266,10/04/2022 10:34,1
AMAZON FBA,Amazon FR,14.99,BIA-S925-CHAIN-015-120-450,08/04/2022 02:49,1
AMAZON FBA,Amazon ES,34.99,S925-WHI-RIN-HAM-001-R,08/04/2022 16:27,1
AMAZON FBA,Amazon UK,10.99,S925-YEL-BRA-CHA-020-200,07/04/2022 12:21,1
AMAZON FBA,Amazon FR,25.49,BIA-S925-CHAIN-024-140-600,13/04/2022 16:48,1
AMAZON FBA,Transter AMA AU,19.99,PAV-S925-EAR-CRAW-001,17/04/2022 18:03,1
AMAZON FBA,Transter AMA US,12.97,BIA-ROSE-CHAIN-001-035-450,11/04/2022 22:19,1
AMAZON FBA,Transter AMA US,12.6,BIA-S925-CHAIN-015-120-450,19/04/2022 14:08,1
AMAZON FBA,Amazon IT,21.99,BIA-S925-CHAIN-015-120-900,06/04/2022 14:27,1
AMAZON FBA,Amazon DE,14.11,BIA-ROSE-CHAIN-001-035-500,04/04/2022 21:33,1
AMAZON FBA,Amazon ES,13.99,BIA-ROSE-CHAIN-001-035-500,05/04/2022 08:17,1
AMAZON,Amazon DE,31.35,S925-YEL-NEC-CHA-028-030-500,12/04/2022 13:45,1
AMAZON FBA,Amazon UK,16.99,S925-WHI-EAR-DROP-018,09/04/2022 21:14,1
AMAZON FBA,Amazon NL,12.99,BIA-GP-CHAIN-001-035-450,11/04/2022 14:49,1
AMAZON FBA,Amazon ES,14.49,BIA-S925-CHAIN-015-120-450,24/04/2022 17:26,1
AMAZON FBA,Amazon UK,15.36,BIA-S925-CHAIN-019-110-450,17/04/2022 15:15,1
AMAZON FBA,Amazon ES,11.99,GS-GP-CHAIN-EXT-001,12/04/2022 15:15,1
AMAZON FBA,Transter AMA CA,26.77,BIA-S925-CHAIN-006-035-550,05/04/2022 21:03,1
AMAZON FBA,Transter AMA US,15.89,BIA-S925-CHAIN-052-040-250,03/04/2022 15:55,1
AMAZON FBA,Amazon IT,19.49,BIA-S925-CHAIN-024-190-190,04/04/2022 21:38,1
AMAZON FBA,Transter AMA CA,24.06,BIA-S925-CHAIN-001-035-700,21/04/2022 16:49,1
AMAZON FBA,Amazon IT,17.49,BIA-S925-CHAIN-001-035-700,13/04/2022 09:46,1
AMAZON FBA,Amazon UK,10.99,BIA-S925-CHAIN-052-040-250,23/04/2022 21:46,1
AMAZON FBA,Amazon UK,11.99,BIA-S925-CHAIN-012-100-500,29/04/2022 04:34,1
AMAZON FBA,Transter AMA US,15.61,BIA-S925-CHAIN-019-110-220-250,24/04/2022 08:28,1
AMAZON FBA,Amazon UK,11.99,S925-WHI-EAR-HOOP-012-020,01/04/2022 13:30,1
AMAZON FBA,Amazon UK,10.99,BIA-S925-CHAIN-052-040-250,21/04/2022 03:28,1
AMAZON FBA,Transter AMA US,16.49,S925-WHI-EAR-STUD-SWA-006-001-BBL,15/04/2022 03:00,1
AMAZON FBA,Amazon FR,16.49,BIA-S925-CHAIN-001-035-700,13/04/2022 13:36,1
AMAZON,Amazon UK,14.99,S925-WHI-RIN-GEM-001-O,13/04/2022 13:44,1
AMAZON FBA,Amazon UK,17.42,BIA-S925-CHAIN-019-110-500,05/04/2022 03:48,1
AMAZON FBA,Amazon DE,13.99,BIA-S925-CHAIN-012-100-500,21/04/2022 03:19,1
AMAZON FBA,Amazon UK,36.99,BIA-BRP-CHAIN-060-200,26/04/2022 11:43,1
AMAZON FBA,Amazon UK,10.99,BIA-S925-CHAIN-052-040-250,02/04/2022 03:30,1
AMAZON FBA,Transter AMA CA,27,BIA-S925-CHAIN-019-110-220-250,25/04/2022 04:44,1
AMAZON FBA,Transter AMA US,12.2,BIA-S925-CHAIN-045-140-180,08/04/2022 15:05,1
AMAZON FBA,Transter AMA US,12.13,BIA-ROSE-CHAIN-001-035-360,13/04/2022 18:10,1
AMAZON FBA,Amazon DE,13.1,BIA-S925-CHAIN-020-200-190,14/04/2022 12:17,1
AMAZON FBA,Amazon FR,14.99,BIA-GP-HOOP-HIN-010,27/04/2022 11:01,1
AMAZON FBA,Amazon FR,32.49,S925-WHI-PEN-CROS-009,15/04/2022 13:43,1
AMAZON FBA,Amazon FR,16.49,S925-WHI-EAR-CRAW-008-WH,03/04/2022 14:31,1
AMAZON FBA,Transter AMA US,16.19,BIA-S925-CHAIN-052-040-250,04/04/2022 05:08,1
AMAZON FBA,Amazon ES,9.99,PAV-S925-EAR-BALL-001-020-2PAIR,07/04/2022 01:06,1
AMAZON FBA,Amazon ES,117.49,BIA-GP-CHAIN-058-060-700,03/04/2022 12:59,1
AMAZON FBA,Amazon DE,10.99,GS-GP-CHAIN-EXT-001,24/04/2022 20:25,1
EBAY,EBAY1,8.39,BIA-S925-CHAIN-043-200-190,15/04/2022 13:47,1
AMAZON FBA,Transter AMA CA,19.62,BIA-GP-HOOP-HIN-010,10/04/2022 15:23,1
AMAZON FBA,Transter AMA AU,14.99,GS-S925-HOOP-007,13/04/2022 17:02,1
AMAZON FBA,Amazon DE,14.99,BIA-S925-CHAIN-006-035-550,12/04/2022 06:13,1
AMAZON FBA,Amazon FR,23.49,BIA-GP-CHAIN-007-040-700,13/04/2022 19:46,1
AMAZON FBA,Amazon UK,12.99,BIA-S925-CHAIN-006-035-550,18/04/2022 00:54,1
AMAZON FBA,Transter AMA US,40.38,BIA-S925-CHAIN-012-200-650,19/04/2022 05:00,1
AMAZON FBA,Amazon UK,9.99,BIA-GP-HOOP-HIN-010,16/04/2022 22:19,1
AMAZON FBA,Amazon DE,10.99,BIA-S925-CHAIN-052-040-250,19/04/2022 07:06,1
AMAZON FBA,Amazon ES,11.99,BIA-S925-CHAIN-052-040-250,29/04/2022 20:42,1
AMAZON FBA,Amazon FR,11.99,GS-S925-CHAIN-EXT-001,28/04/2022 11:06,1
AMAZON FBA,Amazon ES,19.49,BIA-S925-CHAIN-001-040-700,26/04/2022 00:32,1
AMAZON FBA,Amazon IT,15.49,BIA-S925-CHAIN-019-110-190,27/04/2022 19:55,1
AMAZON FBA,Amazon ES,33.49,S925-WHI-PEN-CROS-003,03/04/2022 16:14,1
AMAZON FBA,Transter AMA CA,51.29,S925-WHI-PEN-CROS-003,10/04/2022 21:48,1
AMAZON FBA,Amazon FR,18.99,BIA-S925-CHAIN-019-110-220-250,08/04/2022 10:56,1
AMAZON FBA,Amazon UK,10.99,BIA-S925-CHAIN-052-040-250,30/04/2022 20:16,1
AMAZON FBA,Amazon DE,10.99,GS-GP-CHAIN-EXT-001,23/04/2022 06:34,1
AMAZON FBA,Amazon DE,11.99,BIA-GP-HOOP-HIN-010,08/04/2022 03:11,1
AMAZON FBA,Transter AMA AU,15.99,GS-GP-CHAIN-EXT-001,25/04/2022 15:41,1
AMAZON FBA,Amazon DE,15.99,BIA-S925-CHAIN-016-350-190,01/04/2022 20:34,1
AMAZON FBA,Transter AMA CA,24.51,BIA-S925-CHAIN-012-100-500,10/04/2022 01:57,1
AMAZON FBA,Amazon UK,10.99,BIA-S925-CHAIN-052-040-250,28/04/2022 15:57,1
AMAZON FBA,Amazon DE,17.51,S925-WHI-EAR-STUD-031,19/04/2022 19:28,1
AMAZON FBA,Amazon UK,11.99,BIA-GP-CHAIN-012-100-450,16/04/2022 21:56,1
AMAZON FBA,Amazon UK,11.99,BIA-S925-CHAIN-012-100-500,19/04/2022 16:32,1
AMAZON FBA,Transter AMA CA,23.93,BIA-GP-CHAIN-012-100-450,17/04/2022 09:03,1
AMAZON FBA,Amazon DE,19.99,S925-WHI-PEN-LET-001-L,20/04/2022 00:37,1
AMAZON FBA,Amazon UK,35.99,BIA-RP-CHAIN-060-200,06/04/2022 21:12,1
AMAZON FBA,Amazon ES,9.99,PAV-S925-EAR-BALL-001-020-2PAIR,06/04/2022 11:23,1
AMAZON FBA,Amazon DE,28.51,S925-WHI-NEC-CHA-028-030-500,15/04/2022 18:11,1
AMAZON FBA,Amazon ES,18.99,BIA-GP-CHAIN-007-040-500,19/04/2022 03:07,1
AMAZON FBA,Transter AMA US,24.35,S925-WHI-PEN-LET-001-M,12/04/2022 09:14,1
AMAZON FBA,Amazon UK,12.99,BIA-S925-CHAIN-019-110-220-250,23/04/2022 19:36,1
AMAZON FBA,Amazon ES,14.49,BIA-S925-CHAIN-045-140-180,27/04/2022 05:00,1
AMAZON FBA,Transter AMA US,11.65,GS-S925-HOOP-007,04/04/2022 01:30,3
AMAZON FBA,Amazon UK,10.99,GS-S925-CHAIN-EXT-001,19/04/2022 04:11,1
AMAZON FBA,Transter AMA CA,21.49,BIA-GP-HOOP-HIN-010,03/04/2022 01:54,1
AMAZON,Amazon DE,10.99,GS-S925-HOOP-007,14/04/2022 13:48,1
AMAZON FBA,Amazon DE,10.99,GS-S925-HOOP-007,19/04/2022 02:28,1
AMAZON FBA,Amazon UK,13.99,BIA-S925-CHAIN-016-350-180,25/04/2022 22:12,1
AMAZON FBA,Amazon UK,11.99,BIA-GP-CHAIN-001-035-500,23/04/2022 20:52,1
AMAZON FBA,Amazon UK,10.99,BIA-S925-CHAIN-052-040-250,25/04/2022 21:18,1
AMAZON FBA,Amazon UK,13.99,BIA-S925-CHAIN-016-350-190,05/04/2022 13:30,1
AMAZON FBA,Amazon DE,13.99,BIA-S925-CHAIN-001-035-700,06/04/2022 21:19,1
AMAZON FBA,Amazon DE,13.99,BIA-ROSE-CHAIN-008-030-450,08/04/2022 17:36,1
EBAY,EBAY1,12.99,BIA-S925-CHAIN-022-150-500,18/04/2022 10:46,1
AMAZON FBA,Amazon DE,15.25,BIA-S925-CHAIN-006-035-550,05/04/2022 15:13,1
AMAZON FBA,Amazon UK,12.99,BIA-S925-CHAIN-006-035-550,07/04/2022 16:20,1
AMAZON FBA,Transter AMA US,23.53,S925-BC-4013-PIN-3H,17/04/2022 19:10,1
AMAZON FBA,Transter AMA CA,29.19,BIA-S925-CHAIN-001-040-700,19/04/2022 18:18,1
AMAZON FBA,Amazon UK,12.99,BIA-S925-CHAIN-019-110-220-250,24/04/2022 17:32,1
AMAZON FBA,Amazon UK,12.99,BIA-S925-CHAIN-019-110-220-250,26/04/2022 00:04,1
AMAZON FBA,Transter AMA US,26.99,S925-WHI-RIN-HAM-001-P,13/04/2022 06:07,1
AMAZON FBA,Transter AMA US,11.97,BIA-S925-CHAIN-019-110-190,24/04/2022 00:41,1
AMAZON FBA,Amazon ES,11.99,GS-GP-CHAIN-EXT-001,04/04/2022 16:12,1
