source,subsource,Unit_Total_Cost,ItemNumber,dprocessedon,Total
"AMAZON FBA","Amazon IT","18.99","BIA-S925-HOOP-003","09/02/2022 17:12:21","1"
"AMAZON FBA","Transter AMA CA","24.45","BIA-S925-HOOP-HIN-020","26/02/2022 15:24:17","1"
"AMAZON FBA","Amazon DE","14.99","BIA-S925-HOOP-HIN-020","11/02/2022 03:18:01","1"
"AMAZON FBA","Amazon FR","18.14","PAV-S925-HOOP-BALI-002-020","23/02/2022 01:22:26","1"
"AMAZON FBA","Amazon UK","11.99","BIA-S925-HOOP-002","24/02/2022 04:05:15","1"
"AMAZON FBA","Amazon ES","31.99","BIA-S925-CHAIN-013-075-190","11/02/2022 01:38:40","1"
"AMAZON FBA","Amazon UK","10.99","S925-BC-0396-PEN-3H","08/02/2022 00:43:51","1"
"AMAZON FBA","Amazon DE","18.99","BIA-S925-CHAIN-051-250-450","01/02/2022 21:11:15","1"
"AMAZON FBA","Amazon UK","19.99","BIA-S925-CHAIN-029-500-190","10/02/2022 03:41:02","1"
"AMAZON FBA","Amazon UK","67.99","S925-WHI-NEC-CHA-025-077-550","14/02/2022 22:54:23","1"
"AMAZON FBA","Amazon DE","12.99","BIA-S925-CHAIN-006-035-450","25/02/2022 16:02:11","1"
"AMAZON FBA","Amazon FR","9.99","BIA-S925-CHAIN-001-030-600","18/02/2022 19:44:33","1"
"AMAZON","Amazon ES","11.99","S925-WHI-EAR-STUD-PERL-002-6to7","08/02/2022 14:53:49","1"
"AMAZON FBA","Amazon DE","25.99","BIA-S925-CHAIN-016-350-450","14/02/2022 12:23:03","1"
"AMAZON FBA","Transter AMA US","11.54","BIA-S925-CHAIN-019-110-180","22/02/2022 03:32:24","1"
"AMAZON FBA","Amazon UK","14.99","S925-WHI-RIN-GEM-001-N","18/02/2022 03:25:05","1"
"AMAZON FBA","Transter AMA CA","26.32","BIA-S925-HOOP-HIN-020","17/02/2022 05:12:48","1"
"AMAZON FBA","Amazon UK","11.99","BIA-S925-CHAIN-006-035-500","21/02/2022 19:41:21","1"
"AMAZON FBA","Transter AMA CA","20.25","BIA-S925-CHAIN-015-120-450","23/02/2022 22:41:50","1"
"AMAZON FBA","Amazon ES","12.99","BIA-GP-CHAIN-001-035-450","09/02/2022 03:07:41","1"
"AMAZON FBA","Amazon UK","11.99","BIA-S925-HOOP-002","10/02/2022 01:32:24","1"
"AMAZON","Transter AMA US","14.95","BIA-S925-HOOP-002","22/02/2022 14:27:37","1"
"AMAZON FBA","Transter AMA MX","847","S925-WHI-NEC-CHA-024-055-550","21/02/2022 04:55:36","1"
"AMAZON FBA","Amazon UK","10.99","S925-BC-0396-PEN-3H","09/02/2022 21:25:07","1"
"AMAZON FBA","Amazon UK","11.99","BIA-GP-CHAIN-001-040-250","02/02/2022 13:54:43","1"
"AMAZON FBA","Amazon UK","12.99","BIA-S925-CHAIN-012-100-600","10/02/2022 17:25:57","1"
"AMAZON FBA","Transter AMA US","20.78","GS-GP-PEN-COIN-001","23/02/2022 05:13:47","1"
"EBAY","EBAY1","7.79","S925-WHI-EAR-STUD-PERL-002-6to7","11/02/2022 14:31:23","1"
"AMAZON FBA","Transter AMA US","43.09","BIA-GP-CHAIN-060-200","06/02/2022 05:00:37","1"
"AMAZON FBA","Amazon DE","16.99","BIA-GP-CHAIN-041-220-250","20/02/2022 21:10:43","1"
"AMAZON FBA","Transter AMA US","31.23","BIA-GP-CHAIN-020-200-700","18/02/2022 06:10:59","1"
"AMAZON FBA","Amazon UK","10.23","BIA-S925-CHAIN-045-140-190","09/02/2022 21:12:29","2"
"AMAZON FBA","Amazon FR","21.99","BIA-S925-CHAIN-029-500-190","22/02/2022 06:33:25","1"
"AMAZON FBA","Amazon FR","12.99","BIA-S925-CHAIN-004-040-450","02/02/2022 22:30:49","1"
"AMAZON FBA","Amazon ES","11.99","BIA-S925-CHAIN-019-110-200","10/02/2022 00:31:12","1"
"AMAZON FBA","Amazon FR","21.99","BIA-S925-CHAIN-029-500-190","08/02/2022 11:55:16","1"
"AMAZON FBA","Amazon UK","9.99","BIA-S925-CHAIN-019-110-200","16/02/2022 21:57:03","1"
"AMAZON FBA","Transter AMA CA","36.49","BIA-S925-CHAIN-024-140-600","03/02/2022 06:42:13","1"
"AMAZON FBA","Amazon UK","8.99","BIA-S925-CHAIN-001-030-600","15/02/2022 20:31:35","1"
"AMAZON FBA","Transter AMA US","17.36","BIA-GP-CHAIN-041-220-250","07/02/2022 02:13:46","1"
"AMAZON FBA","Transter AMA AU","15.99","BIA-S925-HOOP-002","05/02/2022 11:06:15","1"
"AMAZON FBA","Amazon FR","40.32","S925-WHI-NEC-CHA-024-047-450","27/02/2022 09:58:19","1"
"AMAZON FBA","Amazon IT","18.99","BIA-S925-CHAIN-015-120-900","20/02/2022 12:03:22","1"
"AMAZON FBA","Transter AMA CA","20.88","BIA-S925-CHAIN-004-040-450","01/02/2022 14:07:26","1"
"AMAZON","Amazon UK","14.99","BIA-S925-HOOP-003","21/02/2022 14:45:50","1"
"AMAZON FBA","Amazon ES","9.99","BIA-S925-CHAIN-001-030-600","21/02/2022 19:09:59","1"
"AMAZON FBA","Amazon DE","19.99","BIA-S925-CHAIN-029-500-190","11/02/2022 21:16:01","1"
"AMAZON FBA","Amazon UK","8.99","BIA-S925-CHAIN-001-030-600","04/02/2022 22:27:33","1"
"AMAZON FBA","Amazon DE","13.99","BIA-GP-CHAIN-020-200-180","10/02/2022 02:32:21","1"
"AMAZON FBA","Transter AMA US","31.58","BIA-S925-CHAIN-029-500-450","21/02/2022 21:30:23","1"
"AMAZON FBA","Amazon DE","25.99","BIA-S925-CHAIN-016-350-450","03/02/2022 14:45:04","1"
"AMAZON FBA","Amazon UK","8.99","BIA-S925-CHAIN-001-030-600","07/02/2022 17:24:01","1"
"AMAZON","Amazon FR","39.99","S925-WHI-NEC-CHA-024-047-450","03/02/2022 14:27:29","1"
"AMAZON FBA","Transter AMA CA","24.45","BIA-S925-HOOP-HIN-020","09/02/2022 21:27:22","1"
"AMAZON FBA","Transter AMA US","10.8","BIA-S925-CHAIN-052-040-200","06/02/2022 21:40:03","4"
"AMAZON FBA","Amazon ES","15.99","BIA-S925-CHAIN-024-190-200","12/02/2022 22:53:36","1"
"AMAZON FBA","Amazon UK","18.99","GS-GP-PEN-COIN-001","11/02/2022 22:18:05","1"
"AMAZON","Amazon FR","15.99","BIA-S925-CHAIN-012-100-600","02/02/2022 14:39:37","1"
"AMAZON FBA","Amazon IT","15.99","BIA-GP-CHAIN-001-035-500","04/02/2022 02:36:59","1"
"AMAZON FBA","Amazon UK","12.99","BIA-S925-CHAIN-019-110-220-250","13/02/2022 22:48:29","1"
"AMAZON FBA","Amazon DE","14.99","GS-S925-CHAIN-SLI-002-030","05/02/2022 11:41:27","1"
"AMAZON FBA","Amazon UK","12.99","BIA-S925-CHAIN-019-110-220-250","07/02/2022 19:39:02","1"
"AMAZON FBA","Amazon FR","16.99","BIA-S925-CHAIN-001-040-700","25/02/2022 17:49:20","1"
